id,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_verifications_identity_manual,host_verifications_selfie,host_verifications_jumio,host_verifications_reviews,host_verifications_phone,host_verifications_offline_government_id,host_verifications_email,host_verifications_government_id,amenities_Dryer,amenities_Shampoo,amenities_Bed_linens,amenities_Hot_water,amenities_Microwave,amenities_Dedicated_workspace,amenities_Washer,amenities_Hair_dryer,amenities_Carbon_monoxide_alarm,amenities_Air_conditioning,amenities_Long_term_stays_allowed,amenities_Free_parking_on_premises,amenities_Fire_extinguisher,amenities_Wifi,amenities_Stove,amenities_Free_street_parking,amenities_Essentials,amenities_Bathtub,amenities_First_aid_kit,amenities_Coffee_maker,amenities_Extra_pillows_and_blankets,amenities_Hangers,amenities_Oven,amenities_Refrigerator,amenities_Heating,amenities_Cooking_basics,amenities_Iron,amenities_TV,amenities_Dishwasher,amenities_Smoke_alarm,amenities_Dishes_and_silverware,amenities_Kitchen,amenities_Private_entrance,bathrooms_type,distance_to_CBD,host_in_same_neighbourhood,host_year,description_words_count,occu_rate_oct,occu_rate_nov,occu_rate_dec,occu_rate_jan,occu_rate_feb,occu_rate_mar,occu_rate_apr,occu_rate_may,occu_rate_jun,occu_rate_jul,occu_rate_aug,occu_rate_sep,occu_rate_q1,occu_rate_q2,occu_rate_q3,occu_rate_q4,occu_rate_year
42763442,7964129,None,0.0,0.0,0,1.0,0,Lincoln Park,41.9222,-87.642,Entire rental unit,Entire home/apt,2,1,1.0,2.0,63.0,1,1,2,2,1,1,2.0,1.0,0,0,0,0,0,2021-10-18,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0.0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,private,4.9483,0,8,52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42790689,93075339,None,0.0,0.0,0,2.0,0,Near West Side,41.86087,-87.64701,Private room in rental unit,Private room,2,1,1.0,1.0,71.0,1,15,2,2,1125,1125,2.0,1125.0,0,25,39,66,153,2021-10-19,26,18,4,30_days,4.96,5.0,4.88,4.92,4.92,4.81,4.96,1,2,0,2,0,15.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,shared,2.1552,0,5,1000,0.7419354838709677,0.16666666666666666,0.3548387096774194,0.16129032258064516,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.05555555555555555,0.8351648351648352,1.0,0.42391304347826086,0.5808219178082191
42794248,217341990,within an hour,1.0,0.98,0,2.0,0,Grand Boulevard,41.80733,-87.62427,Entire rental unit,Entire home/apt,4,1,2.0,2.0,172.0,1,1125,1,2,1125,1125,1.1,1125.0,0,30,60,90,179,2021-10-19,22,19,0,30_days,4.5,4.77,4.82,4.32,4.55,4.23,4.32,1,2,2,0,0,1.62,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,7.8762,0,3,1000,0.5806451612903226,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.8351648351648352,1.0,0.1956521739130435,0.5095890410958904
42812355,107434423,within an hour,1.0,0.98,0,1987.0,0,Loop,41.886082,-87.634224,Entire rental unit,Entire home/apt,2,1,1.0,1.0,137.0,30,1125,32,730,1125,1125,704.1,1125.0,0,0,17,47,322,2021-10-18,1,1,0,30_days,1.0,2.0,4.0,1.0,1.0,4.0,2.0,1,313,313,0,0,0.08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,private,0.9217,0,5,1000,0.45161290322580644,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4673913043478261,0.1178082191780822
42827981,200291849,within an hour,1.0,0.99,0,2.0,0,Bridgeport,41.83508,-87.65013,Entire rental unit,Entire home/apt,6,1,2.0,4.0,139.0,3,185,3,3,185,185,3.0,185.0,0,21,51,81,171,2021-10-18,31,24,4,30_days,4.77,4.84,4.42,5.0,5.0,4.74,4.71,1,5,5,0,0,7.44,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,private,4.9294,1,3,1000,0.7419354838709677,0.1,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.8351648351648352,1.0,0.2826086956521739,0.5315068493150685
42891037,341525682,None,0.0,0.0,0,0.0,0,West Town,41.89007,-87.65516,Private room in rental unit,Private room,4,1,1.0,3.0,69.0,1,3,2,2,3,3,2.0,3.0,0,0,0,0,0,2021-10-18,1,0,0,30_days,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,1,0,0.06,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,private,1.9457,1,1,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42892605,1921252,within a few hours,0.9,0.92,0,2.0,0,Humboldt Park,41.90142,-87.70906,Entire residential home,Entire home/apt,3,1,1.0,1.0,99.0,10,1125,10,10,1125,1125,10.0,1125.0,0,8,21,21,281,2021-10-19,6,4,0,30_days,5.0,5.0,5.0,4.8,5.0,4.6,4.8,1,1,1,0,0,0.31,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,private,5.0997,1,9,610,0.2903225806451613,0.43333333333333335,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34444444444444444,0.0,0.0,0.5760869565217391,0.23013698630136986
42898556,136186496,None,0.0,0.0,0,1.0,0,Edgewater,41.98266,-87.67179,Private room in rental unit,Private room,2,1,2.0,1.0,125.0,1,7,2,2,7,7,2.0,7.0,0,0,0,0,0,2021-10-18,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,1,0,0.0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,shared,11.8231,0,4,176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42899150,107434423,within an hour,1.0,0.98,0,1987.0,0,Near West Side,41.883057,-87.651314,Entire rental unit,Entire home/apt,2,1,1.0,1.0,110.0,30,1125,32,730,1125,1125,711.8,1125.0,0,10,40,70,345,2021-10-18,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,313,313,0,0,0.0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,private,1.3308,0,5,1000,0.45161290322580644,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0547945205479452
42900122,63239107,within an hour,1.0,0.86,0,0.0,0,Grand Boulevard,41.81262,-87.61068,Entire rental unit,Entire home/apt,7,1,3.0,4.0,197.0,1,1125,2,2,1125,1125,2.0,1125.0,0,24,54,84,352,2021-10-18,25,18,2,30_days,4.84,4.92,4.56,5.0,5.0,4.68,4.84,1,1,1,0,0,5.03,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,private,7.3695,0,5,1000,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.06521739130434782,0.03561643835616438
42905154,174845258,within a day,1.0,0.73,0,2.0,0,Loop,41.87578,-87.62865,Room in hotel,Private room,4,1,1.0,2.0,279.0,3,4,3,3,4,4,3.0,4.0,0,0,0,0,0,2021-10-18,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,2,0,0.0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,private,0.2661,0,3,821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42905494,174845258,within a day,1.0,0.73,0,2.0,0,Loop,41.87401,-87.63045,Room in hotel,Private room,4,1,1.0,2.0,279.0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,2021-10-18,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,2,0,0.0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,private,0.4563,0,3,229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42905512,263951019,within an hour,1.0,1.0,0,3.0,0,Bridgeport,41.83743,-87.64436,Entire rental unit,Entire home/apt,6,1,3.0,3.0,109.0,2,22,2,2,22,22,2.0,22.0,0,0,0,0,0,2021-10-18,12,5,0,30_days,4.83,4.83,4.83,4.92,4.83,4.92,5.0,1,3,3,0,0,0.76,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,private,4.6016,1,2,808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42910760,76244,within a few hours,0.94,0.61,0,3.0,0,Lincoln Park,41.91931,-87.64031,Entire rental unit,Entire home/apt,4,1,1.0,2.0,133.0,1,1125,2,2,1125,1125,2.0,1125.0,0,24,51,81,356,2021-10-18,12,11,1,30_days,4.25,4.58,4.25,4.33,4.75,4.92,4.17,1,2,2,0,0,0.62,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,private,4.618,1,11,443,0.1935483870967742,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09782608695652174,0.024657534246575342
42916706,307066703,None,0.0,1.0,0,0.0,0,Jefferson Park,41.97167,-87.76574,Entire rental unit,Entire home/apt,6,1,3.0,3.0,120.0,3,1125,3,3,1125,1125,3.0,1125.0,0,1,1,1,44,2021-10-19,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0.0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,private,12.5587,1,2,449,0.967741935483871,1.0,1.0,1.0,1.0,0.0967741935483871,0.5,1.0,1.0,1.0,1.0,1.0,0.6888888888888889,0.8351648351648352,1.0,0.9891304347826086,0.8794520547945206
42920816,107434423,within an hour,1.0,0.98,0,1987.0,0,Near West Side,41.883057,-87.651314,Entire rental unit,Entire home/apt,2,1,1.0,1.0,164.0,30,1125,32,730,1125,1125,711.8,1125.0,0,0,0,5,280,2021-10-18,2,1,0,30_days,5.0,5.0,4.5,4.5,5.0,5.0,5.0,1,313,313,0,0,0.13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,private,1.3308,0,5,1000,0.45161290322580644,1.0,1.0,0.3225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.8152173913043478,0.2328767123287671
42922353,36459240,None,0.0,0.0,0,22.0,0,Near North Side,41.89194,-87.63599,Entire rental unit,Entire home/apt,6,1,2.0,2.0,261.0,2,299,2,5,1125,1125,4.7,1125.0,0,30,60,90,180,2021-10-18,15,12,3,30_days,4.73,4.87,4.67,4.53,4.53,4.87,4.4,1,11,11,0,0,15.0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,private,1.5773,0,6,1000,0.5483870967741935,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.8351648351648352,1.0,0.18478260869565216,0.5068493150684932
42922355,36459240,None,0.0,0.0,0,22.0,0,Near North Side,41.89188,-87.63452,Entire rental unit,Entire home/apt,6,1,2.0,2.0,278.0,2,299,2,5,1125,1125,4.7,1125.0,0,27,57,87,177,2021-10-18,20,17,2,30_days,4.7,4.75,4.55,4.55,4.6,4.9,4.5,1,11,11,0,0,20.0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,private,1.5548,0,6,1000,0.5483870967741935,0.1,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.8351648351648352,1.0,0.21739130434782608,0.5150684931506849
42929197,22998917,within an hour,1.0,0.98,0,2.0,0,Humboldt Park,41.90894,-87.70856,Entire rental unit,Entire home/apt,5,1,2.0,2.0,157.0,3,1125,3,3,1125,1125,3.0,1125.0,0,26,56,79,353,2021-10-19,25,15,4,30_days,4.76,4.84,4.84,4.96,4.8,4.76,4.76,1,1,1,0,0,8.52,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,private,5.5267,1,7,801,0.06451612903225806,0.1,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.03287671232876712
42936720,107434423,within an hour,1.0,0.98,0,1987.0,0,Loop,41.886082,-87.634224,Entire rental unit,Entire home/apt,4,1,2.0,2.0,197.0,30,1125,32,730,1125,1125,710.1,1125.0,0,2,32,62,337,2021-10-18,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,313,313,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,private,0.9217,0,5,1000,0.45161290322580644,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30434782608695654,0.07671232876712329
42936764,107434423,within an hour,1.0,0.98,0,1987.0,0,Loop,41.886082,-87.634224,Entire rental unit,Entire home/apt,2,1,1.0,1.0,100.0,30,1125,32,730,1125,1125,710.2,1125.0,0,11,41,71,346,2021-10-18,2,2,0,30_days,4.5,4.0,3.5,5.0,4.5,4.5,3.5,1,313,313,0,0,0.23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,private,0.9217,0,5,1000,0.45161290322580644,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20652173913043478,0.052054794520547946
42936787,107434423,within an hour,1.0,0.98,0,1987.0,0,Near West Side,41.883057,-87.651314,Entire rental unit,Entire home/apt,2,1,1.0,1.0,145.0,30,1125,32,730,1125,1125,707.1,1125.0,0,0,0,0,257,2021-10-18,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,313,313,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,private,1.3308,0,5,1000,0.45161290322580644,1.0,1.0,1.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36666666666666664,0.0,0.0,0.8152173913043478,0.2958904109589041
42936800,107434423,within an hour,1.0,0.98,0,1987.0,0,Near West Side,41.883057,-87.651314,Entire rental unit,Entire home/apt,2,1,1.0,1.0,167.0,30,1125,32,730,1125,1125,705.6,1125.0,0,0,0,0,258,2021-10-18,1,1,0,30_days,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,313,313,0,0,0.45,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,private,1.3308,0,5,1000,0.45161290322580644,1.0,1.0,1.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,0.0,0.0,0.8152173913043478,0.29315068493150687
42936818,107434423,within an hour,1.0,0.98,0,1987.0,0,Near North Side,41.905109,-87.627853,Entire rental unit,Entire home/apt,2,1,1.0,1.0,88.0,30,1125,32,730,1125,1125,707.1,1125.0,0,13,43,73,348,2021-10-18,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,313,313,0,0,0.0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,private,3.0052,0,5,1000,0.45161290322580644,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18478260869565216,0.04657534246575343
42936898,107434423,within an hour,1.0,0.98,0,1987.0,0,Loop,41.886063,-87.624718,Entire rental unit,Entire home/apt,2,1,1.0,1.0,225.0,30,1125,32,730,1125,1125,708.7,1125.0,0,0,0,0,109,2021-10-18,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,313,313,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,private,0.9303,0,5,1000,0.45161290322580644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8152173913043478,0.7013698630136986
42936919,107434423,within an hour,1.0,0.98,0,1987.0,0,Loop,41.886082,-87.634224,Entire rental unit,Entire home/apt,2,1,1.0,1.0,151.0,30,1125,32,730,1125,1125,711.8,1125.0,0,0,0,10,285,2021-10-18,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,313,313,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,private,0.9217,0,5,1000,0.45161290322580644,1.0,1.0,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.8152173913043478,0.2191780821917808
42949553,341917367,within an hour,1.0,0.77,0,7.0,0,Logan Square,41.92085,-87.71561,Entire rental unit,Entire home/apt,6,1,3.0,3.0,189.0,2,1125,2,4,2,1125,3.9,1122.5,0,19,49,78,78,2021-10-19,42,31,2,30_days,4.83,4.88,4.69,4.98,5.0,4.83,4.81,1,8,8,0,0,24.71,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,private,6.664,1,1,1000,0.9354838709677419,0.0,0.0,0.5161290322580645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.31521739130434784,0.7863013698630137
42950968,91186260,within an hour,1.0,0.94,0,16.0,0,Washington Park,41.79485,-87.62659,Private room in residential home,Private room,1,1,1.0,1.0,42.0,2,120,2,5,1125,1125,2.3,1125.0,0,25,55,84,84,2021-10-19,15,11,1,30_days,4.67,4.53,4.53,4.6,4.73,4.47,4.6,1,7,0,7,0,2.88,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,shared,9.259,0,5,1000,0.7419354838709677,0.0,0.0,0.5161290322580645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.25,0.7698630136986301
42951108,88652897,within an hour,1.0,0.92,0,2.0,0,Lake View,41.93872,-87.64134,Entire rental unit,Entire home/apt,2,1,1.0,1.0,125.0,2,10,2,2,10,10,2.0,10.0,0,0,0,0,200,2021-10-18,5,3,0,30_days,5.0,5.0,5.0,5.0,5.0,5.0,4.8,1,1,1,0,0,0.39,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,private,6.7689,0,5,202,0.45161290322580644,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8152173913043478,0.4520547945205479
42951264,107434423,within an hour,1.0,0.98,0,1987.0,0,Near West Side,41.88306,-87.65131,Entire rental unit,Entire home/apt,2,1,1.0,1.0,148.0,30,1125,32,730,1125,1125,704.7,1125.0,0,0,0,28,303,2021-10-18,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,313,313,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,private,1.3307,0,5,1000,0.45161290322580644,1.0,0.5806451612903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6739130434782609,0.16986301369863013
42951790,341917367,within an hour,1.0,0.77,0,7.0,0,Logan Square,41.92055,-87.71707,Entire rental unit,Entire home/apt,5,1,2.0,2.0,155.0,2,1125,2,4,4,1125,4.0,1054.7,0,18,45,74,74,2021-10-19,37,28,1,30_days,4.89,4.97,4.86,5.0,4.97,4.81,4.73,1,8,8,0,0,2.73,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,private,6.6974,1,1,1000,0.967741935483871,0.1,0.0,0.5161290322580645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.358695652173913,0.7972602739726027
42952113,341917367,within an hour,1.0,0.77,0,7.0,0,Logan Square,41.92202,-87.71527,Entire rental unit,Entire home/apt,5,1,2.0,2.0,144.0,2,5,2,4,2,5,3.9,5.0,0,21,46,75,75,2021-10-19,45,30,2,30_days,4.89,4.96,4.82,4.96,4.98,4.87,4.73,1,8,8,0,0,2.65,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,private,6.7412,1,1,1000,0.8064516129032258,0.23333333333333334,0.0,0.5161290322580645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.34782608695652173,0.7945205479452054
42952568,341917367,within an hour,1.0,0.77,0,7.0,0,Logan Square,41.92215,-87.71537,Entire rental unit,Entire home/apt,5,1,2.0,2.0,159.0,2,1125,2,4,2,1125,3.9,1054.6,0,21,47,77,77,2021-10-18,38,19,1,30_days,4.76,4.95,4.82,4.97,5.0,4.95,4.79,1,8,8,0,0,2.47,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,private,6.755,1,1,1000,0.8387096774193549,0.13333333333333333,0.0,0.5161290322580645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.32608695652173914,0.7890410958904109
42953341,341917367,within an hour,1.0,0.77,0,7.0,0,Logan Square,41.92244,-87.71542,Entire rental unit,Entire home/apt,4,1,2.0,2.0,126.0,2,1125,2,4,2,1125,3.9,1119.9,0,27,57,86,86,2021-10-19,44,27,3,30_days,4.77,4.89,4.68,5.0,4.95,4.89,4.68,1,8,8,0,0,44.0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,private,6.7794,1,1,1000,0.6774193548387096,0.0,0.0,0.5161290322580645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.22826086956521738,0.7643835616438356
42953577,341917367,within an hour,1.0,0.77,0,7.0,0,Logan Square,41.92223,-87.71727,Entire rental unit,Entire home/apt,2,1,1.0,1.0,112.0,2,1125,2,4,1125,1125,4.0,1125.0,0,13,43,72,72,2021-10-19,48,31,3,30_days,4.88,4.92,4.83,4.94,5.0,4.9,4.73,1,8,8,0,0,7.58,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,private,6.8327,1,1,1000,0.9354838709677419,0.2,0.0,0.5161290322580645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.3804347826086957,0.8027397260273973
42962445,341917367,within an hour,1.0,0.77,0,7.0,0,Uptown,41.97065,-87.6564,Entire rental unit,Entire home/apt,9,1,4.0,4.0,302.0,2,1125,2,4,2,1125,3.9,1089.5,0,15,39,69,69,2021-10-18,46,30,2,30_days,4.85,4.96,4.76,4.89,4.96,4.87,4.8,1,8,8,0,0,3.92,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,private,10.3829,0,1,1000,0.7741935483870968,0.4666666666666667,0.0,0.5161290322580645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.41304347826086957,0.810958904109589
