id,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_verifications_identity_manual,host_verifications_selfie,host_verifications_jumio,host_verifications_reviews,host_verifications_phone,host_verifications_offline_government_id,host_verifications_email,host_verifications_government_id,amenities_Dryer,amenities_Shampoo,amenities_Bed_linens,amenities_Hot_water,amenities_Microwave,amenities_Dedicated_workspace,amenities_Washer,amenities_Hair_dryer,amenities_Carbon_monoxide_alarm,amenities_Air_conditioning,amenities_Long_term_stays_allowed,amenities_Free_parking_on_premises,amenities_Fire_extinguisher,amenities_Wifi,amenities_Stove,amenities_Free_street_parking,amenities_Essentials,amenities_Bathtub,amenities_First_aid_kit,amenities_Coffee_maker,amenities_Extra_pillows_and_blankets,amenities_Hangers,amenities_Oven,amenities_Refrigerator,amenities_Heating,amenities_Cooking_basics,amenities_Iron,amenities_TV,amenities_Dishwasher,amenities_Smoke_alarm,amenities_Dishes_and_silverware,amenities_Kitchen,amenities_Private_entrance,bathrooms_type,distance_to_CBD,host_in_same_neighbourhood,host_year,description_words_count,occu_rate_oct,occu_rate_nov,occu_rate_dec,occu_rate_jan,occu_rate_feb,occu_rate_mar,occu_rate_apr,occu_rate_may,occu_rate_jun,occu_rate_jul,occu_rate_aug,occu_rate_sep,occu_rate_q1,occu_rate_q2,occu_rate_q3,occu_rate_q4,occu_rate_year
8593314,27646739,None,0.0,0.0,0,1.0,0,Rogers Park,42.00772,-87.65823,Private room in condominium (condo),Private room,2,1,1.0,1.0,60.0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,2021-10-18,17,0,0,30_days,4.71,4.76,4.82,4.71,4.88,4.82,4.76,1,1,0,1,0,0.24,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,private,14.4822,1,6,276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8605793,45277331,None,0.0,0.0,0,1.0,0,Near North Side,41.9043,-87.62838,Entire rental unit,Entire home/apt,2,1,1.0,1.0,153.0,7,14,7,7,14,14,7.0,14.0,0,0,0,0,0,2021-10-18,2,0,0,30_days,4.0,4.5,5.0,4.5,3.5,4.5,4.0,1,1,1,0,0,0.03,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,private,2.9144,0,6,441,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8614442,10129776,within an hour,1.0,0.9,0,5.0,0,Lake View,41.94943,-87.66129,Entire rental unit,Entire home/apt,6,1,3.0,3.0,351.0,3,180,2,3,1125,1125,2.9,1125.0,0,25,51,78,327,2021-10-18,22,3,0,30_days,4.95,5.0,5.0,5.0,5.0,5.0,4.86,1,5,5,0,0,0.52,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,private,8.1048,0,8,844,0.03225806451612903,0.26666666666666666,0.06451612903225806,0.03225806451612903,0.0,0.0,0.0,0.0,0.13333333333333333,0.45161290322580644,0.0,0.26666666666666666,0.011111111111111112,0.04395604395604396,0.2391304347826087,0.11956521739130435,0.10410958904109589
8615657,45172634,None,0.0,0.2,0,1.0,0,Avondale,41.93321,-87.70383,Entire rental unit,Entire home/apt,2,1,1.0,1.0,86.0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,2021-10-18,25,0,0,30_days,4.58,4.88,4.42,4.83,4.75,4.83,4.71,1,1,1,0,0,0.39,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,private,7.3082,1,6,765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8617633,45333620,within a few hours,1.0,0.86,0,1.0,0,West Town,41.89303,-87.64885,Entire townhouse,Entire home/apt,10,1,4.0,5.0,261.0,2,1125,2,4,1125,1125,3.6,1125.0,0,11,25,47,318,2021-10-18,114,34,4,30_days,4.95,4.96,4.89,4.96,5.0,4.91,4.77,1,1,1,0,0,37.17,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,private,1.9715,0,6,1000,0.3548387096774194,0.6,0.45161290322580644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,0.0,0.0,0.043478260869565216,0.4673913043478261,0.12876712328767123
8633981,3965428,within an hour,1.0,0.51,0,96.0,0,Near North Side,41.89577,-87.63182,Entire rental unit,Entire home/apt,3,1,1.0,1.0,150.0,60,1125,60,60,1125,1125,60.0,1125.0,0,30,60,90,365,2021-10-18,2,0,0,30_days,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,88,88,0,0,0.03,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,private,1.968,0,9,312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8635380,3965428,within an hour,1.0,0.51,0,96.0,0,Near North Side,41.89947,-87.62217,Entire rental unit,Entire home/apt,2,1,1.0,1.0,145.0,28,1124,28,28,1124,1124,28.0,1124.0,0,7,37,67,342,2021-10-18,6,2,0,30_days,5.0,4.67,4.83,5.0,5.0,5.0,4.67,1,88,88,0,0,1.1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.4137,0,9,560,0.45161290322580644,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.06301369863013699
8652541,62150,within a day,0.8,0.53,0,3.0,0,Logan Square,41.92107,-87.70271,Private room in rental unit,Private room,4,1,1.0,2.0,76.0,1,1125,2,2,1125,1125,2.0,1125.0,0,29,59,89,364,2021-10-19,54,3,0,30_days,4.43,4.62,4.45,4.75,4.68,4.89,4.53,1,3,1,2,0,0.84,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,private,6.2105,1,12,1000,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565217391304,0.0027397260273972603
8669608,45542882,within a few hours,1.0,0.9,0,2.0,0,Edgewater,41.99685,-87.66683,Entire condominium (condo),Entire home/apt,4,1,3.0,3.0,284.0,5,1125,5,5,1125,1125,5.0,1125.0,0,30,60,90,364,2021-10-19,38,0,0,30_days,4.94,4.97,5.0,5.0,5.0,4.86,4.91,1,2,2,0,0,1.49,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,private,13.3353,1,6,70,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565217391304,0.0027397260273972603
8672207,44358452,within a few hours,1.0,0.88,0,9.0,0,South Chicago,41.73967,-87.56496,Private room in residential home,Private room,6,1,1.0,6.0,160.0,2,14,2,2,14,14,2.0,14.0,0,14,44,74,349,2021-10-19,9,1,0,30_days,5.0,4.89,4.89,5.0,5.0,4.56,5.0,1,8,0,1,7,0.12,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,shared,15.9181,1,6,1000,0.41935483870967744,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.043835616438356165
8685270,45605806,None,0.0,0.0,0,1.0,0,West Town,41.9035,-87.67674,Entire rental unit,Entire home/apt,3,1,1.0,0.0,257.0,6,1125,6,6,1125,1125,6.0,1125.0,0,28,58,88,88,2021-10-18,53,6,0,30_days,4.75,4.76,4.69,4.96,4.96,4.98,4.75,1,1,1,0,0,0.75,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,private,3.836,0,6,1000,0.6129032258064516,0.0,0.0,0.5161290322580645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.20652173913043478,0.7589041095890411
8689532,9339313,None,0.0,0.0,0,12.0,0,Lower West Side,41.85799,-87.64757,Private room in rental unit,Private room,2,1,1.0,1.0,49.0,1,1125,2,2,1125,1125,2.0,1125.0,0,0,0,27,302,2021-10-19,298,8,0,30_days,4.41,4.52,4.43,4.67,4.66,4.47,4.45,1,12,9,3,0,4.1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,private,2.4584,0,8,1000,0.41935483870967744,1.0,0.6451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6847826086956522,0.1726027397260274
8689632,9339313,None,0.0,0.0,0,12.0,0,Lower West Side,41.85886,-87.64964,Private room in rental unit,Private room,2,1,1.0,1.0,43.0,1,1125,2,2,1125,1125,2.0,1125.0,0,16,46,76,351,2021-10-19,273,10,0,30_days,4.36,4.4,4.37,4.71,4.61,4.46,4.43,1,12,9,3,0,4.37,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,private,2.4241,0,8,1000,0.2903225806451613,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15217391304347827,0.038356164383561646
8702851,45686045,within an hour,1.0,0.95,0,1.0,0,Lower West Side,41.8555,-87.65398,Private room in rental unit,Private room,2,1,1.0,1.0,93.0,1,13,2,2,13,13,2.0,13.0,0,26,56,86,361,2021-10-19,123,11,2,30_days,4.88,4.92,4.86,4.97,4.97,4.72,4.81,1,1,0,1,0,1.9,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,private,2.8732,0,6,541,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.010958904109589041
8706915,43282155,within an hour,1.0,1.0,0,1.0,0,Near West Side,41.87186,-87.66469,Entire guesthouse,Entire home/apt,6,1,2.0,2.0,114.0,2,29,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,2021-10-19,565,68,10,30_days,4.99,4.99,4.99,4.98,4.99,4.97,4.98,1,1,1,0,0,8.23,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,private,2.1009,0,6,295,0.8709677419354839,0.6333333333333333,0.5483870967741935,0.2903225806451613,0.32142857142857145,0.3870967741935484,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.6847826086956522,0.7561643835616438
8735904,22933751,within a day,1.0,0.84,0,1.0,0,West Town,41.89853,-87.66152,Private room in rental unit,Private room,2,1,1.0,1.0,78.0,1,7,2,2,7,7,2.0,7.0,0,23,53,83,358,2021-10-18,52,4,0,30_days,4.96,4.96,4.94,4.98,4.98,4.96,4.94,1,1,0,1,0,1.02,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,private,2.8749,0,7,941,0.12903225806451613,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07608695652173914,0.019178082191780823
8743145,5325851,within an hour,1.0,0.95,0,3.0,0,West Town,41.89457,-87.66537,Entire rental unit,Entire home/apt,3,1,1.0,2.0,216.0,1,1124,2,4,3,1125,3.0,971.2,0,16,38,63,332,2021-10-18,247,52,4,30_days,4.76,4.9,4.83,4.92,4.91,4.78,4.69,1,5,5,0,0,5.03,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,private,2.6991,0,8,1000,0.2903225806451613,0.43333333333333335,0.16129032258064516,0.0,0.0,0.0,0.0,0.0967741935483871,0.1,0.0,0.0,0.0,0.0,0.06593406593406594,0.0,0.29347826086956524,0.09041095890410959
8743754,45869692,within an hour,1.0,0.86,0,1.0,0,Lake View,41.944622,-87.661789,Entire rental unit,Entire home/apt,4,1,3.0,3.0,268.0,2,120,2,2,120,120,2.0,120.0,0,12,12,12,12,2021-10-18,40,4,2,30_days,4.98,4.93,4.98,5.0,5.0,5.0,4.93,1,1,1,0,0,0.61,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,private,7.5901,0,6,1000,0.6451612903225806,0.9666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8695652173913043,0.9671232876712329
8754236,44051428,within an hour,1.0,0.0,0,4.0,0,Greater Grand Crossing,41.75907,-87.60251,Entire residential home,Entire home/apt,4,1,2.0,2.0,161.0,28,120,28,28,120,120,28.0,120.0,0,23,53,83,358,2021-10-18,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2,1,0,0.0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,private,13.3425,0,6,1000,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07608695652173914,0.019178082191780823
8770382,45979461,within an hour,1.0,0.96,0,2.0,0,West Ridge,41.9961,-87.69081,Private room in residential home,Private room,2,1,1.0,1.0,52.0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,2021-10-19,159,23,4,30_days,4.96,4.99,4.97,4.99,4.97,4.91,4.97,1,2,0,2,0,2.39,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,shared,13.4761,1,6,1000,0.1935483870967742,0.2,0.45161290322580644,0.03225806451612903,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.04395604395604396,0.0,0.2826086956521739,0.08493150684931507
8780493,35342456,within an hour,1.0,0.7,0,19.0,0,Portage Park,41.94034,-87.75603,Entire rental unit,Entire home/apt,5,1,2.0,3.0,222.0,1,26,2,2,26,26,2.0,26.0,0,24,54,84,359,2021-10-19,16,2,0,30_days,4.75,4.63,4.88,4.94,4.94,4.5,4.81,1,19,7,12,0,0.63,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,private,9.6627,1,6,1000,0.0967741935483871,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.01643835616438356
8789070,871241,None,0.0,0.0,0,0.0,0,Near North Side,41.91071,-87.63307,Entire rental unit,Entire home/apt,2,1,1.0,0.0,99.0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,2021-10-18,1,0,0,30_days,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,0,0,0.01,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,private,3.6305,0,10,667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8802052,46121173,None,0.0,0.0,0,1.0,0,West Town,41.89809,-87.68957,Private room in rental unit,Private room,2,1,1.0,1.0,158.0,1,1125,2,2,1125,1125,2.0,1125.0,0,16,40,67,342,2021-10-18,298,26,2,30_days,4.94,4.95,4.93,4.96,4.95,4.92,4.83,1,1,0,1,0,4.81,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,shared,3.9965,0,6,1000,0.1935483870967742,0.4666666666666667,0.03225806451612903,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.22826086956521738,0.06301369863013699
8814850,4251794,None,0.0,0.0,0,2.0,0,Logan Square,41.92123,-87.70074,Entire townhouse,Entire home/apt,4,1,1.0,1.0,125.0,2,21,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,2021-10-18,45,0,0,30_days,4.77,4.86,4.7,4.89,4.98,4.95,4.73,1,1,1,0,0,0.84,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,private,6.1561,1,9,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8822479,9339313,None,0.0,0.0,0,12.0,0,Lower West Side,41.8546,-87.65318,Private room in rental unit,Private room,4,1,1.0,0.0,50.0,1,1125,2,2,1125,1125,2.0,1125.0,0,26,56,86,361,2021-10-19,224,11,2,30_days,4.29,4.41,4.31,4.68,4.59,4.43,4.35,1,12,9,3,0,3.09,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,private,2.9402,0,8,1000,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.010958904109589041
8824905,42322567,within an hour,1.0,1.0,0,1.0,0,Woodlawn,41.78432,-87.5974,Private room in rental unit,Private room,2,1,1.0,1.0,40.0,1,1125,1,1,1125,1125,1.0,1125.0,0,11,32,59,102,2021-10-19,495,51,5,30_days,4.82,4.86,4.92,4.94,4.96,4.78,4.85,1,1,0,1,0,7.9,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,shared,10.6119,0,6,1000,0.8709677419354839,0.5333333333333333,0.1935483870967742,0.0,0.07142857142857142,1.0,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,0.36666666666666664,0.978021978021978,1.0,0.532608695652174,0.7205479452054795
8827052,46235072,within an hour,1.0,1.0,0,1.0,0,Near West Side,41.87728,-87.66383,Entire guest suite,Entire home/apt,4,1,2.0,3.0,121.0,2,1125,2,2,1125,1125,2.0,1125.0,0,15,38,61,335,2021-10-19,259,9,2,30_days,4.95,4.96,4.94,4.99,4.98,4.91,4.89,1,1,1,0,0,4.89,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,private,1.9275,0,6,1000,0.2903225806451613,0.4666666666666667,0.22580645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32608695652173914,0.0821917808219178
8859482,483146,within a few hours,0.9,0.69,0,2.0,0,Near North Side,41.90938,-87.64649,Entire townhouse,Entire home/apt,6,1,2.0,1.0,189.0,30,1125,30,30,1125,1125,30.0,1125.0,0,27,57,87,192,2021-10-18,31,0,0,30_days,4.47,4.33,4.73,4.8,4.73,4.67,4.43,1,2,2,0,0,0.85,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,private,3.5973,0,10,1000,0.6451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6703296703296703,1.0,0.21739130434782608,0.473972602739726
8889577,2325848,within a day,1.0,0.0,0,1.0,0,Lake View,41.93701,-87.64096,Private room in rental unit,Private room,2,1,1.0,1.0,49.0,40,1125,40,40,1125,1125,40.0,1125.0,0,1,1,1,232,2021-10-18,64,0,0,30_days,4.88,4.92,4.81,4.91,4.91,4.97,4.89,1,1,0,1,0,1.74,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,shared,6.5777,0,9,1000,0.41935483870967744,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6555555555555556,0.0,0.0,0.8043478260869565,0.3643835616438356
8918966,46642202,within a few hours,0.9,0.43,0,1.0,0,Norwood Park,41.98033,-87.7979,Entire rental unit,Entire home/apt,4,1,1.0,1.0,119.0,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,2021-10-19,89,8,4,30_days,4.84,4.88,4.71,4.96,4.9,4.86,4.88,1,1,1,0,0,1.72,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,private,14.2641,1,6,1000,0.16129032258064516,0.4666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6555555555555556,0.0,0.0,0.5434782608695652,0.29863013698630136
8936446,8244522,within an hour,1.0,1.0,0,2.0,0,Bridgeport,41.82368,-87.64159,Private room in loft,Private room,1,1,1.0,1.0,50.0,5,1125,5,5,1125,1125,5.0,1125.0,0,0,0,0,0,2021-10-18,28,2,0,30_days,4.81,4.89,4.74,4.89,5.0,4.56,4.85,1,2,0,2,0,0.79,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,shared,6.0911,1,8,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8937824,8291554,None,0.0,0.0,0,1.0,0,North Center,41.95876,-87.69092,Entire guest suite,Entire home/apt,2,1,1.0,1.0,107.0,3,14,3,3,14,14,3.0,14.0,0,0,0,0,259,2021-10-19,60,1,1,30_days,4.98,4.98,5.0,5.0,5.0,4.95,4.93,1,1,1,0,0,1.53,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,private,9.5245,0,8,1000,0.45161290322580644,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34444444444444444,0.0,0.0,0.8152173913043478,0.29041095890410956
8953380,37062867,None,0.0,0.0,0,1.0,0,Lake View,41.94119,-87.64719,Private room in residential home,Private room,2,1,1.0,1.0,129.0,2,1125,2,2,1125,1125,2.0,1125.0,0,16,46,66,328,2021-10-18,152,13,2,30_days,4.97,4.97,4.95,4.98,4.99,4.99,4.93,1,1,0,1,0,2.98,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,private,7.0764,0,6,883,0.45161290322580644,0.0,0.3225806451612903,0.22580645161290322,0.0,0.0,0.0,0.1935483870967742,0.0,0.0,0.0,0.0,0.07777777777777778,0.06593406593406594,0.0,0.2608695652173913,0.10136986301369863
8968878,25039507,a few days or more,0.33,0.85,0,3.0,0,Near North Side,41.9004,-87.62905,Entire rental unit,Entire home/apt,3,1,2.0,3.0,150.0,14,1125,14,14,1125,1125,14.0,1125.0,0,3,22,52,327,2021-10-18,3,1,0,30_days,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,0,0,0.05,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,private,2.48,1,7,811,0.3548387096774194,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41304347826086957,0.10410958904109589
8988738,337164,within an hour,1.0,0.75,0,2.0,0,Garfield Ridge,41.80418,-87.7525,Private room in residential home,Private room,3,1,1.0,2.0,38.0,21,730,21,21,1125,1125,21.0,1125.0,0,17,47,77,352,2021-10-19,77,7,0,30_days,4.79,4.88,4.94,4.93,4.92,4.75,4.75,1,2,0,2,0,1.9,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,private,11.0261,1,10,1000,0.41935483870967744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14130434782608695,0.03561643835616438
9007351,47035703,within an hour,1.0,0.99,0,3.0,0,Lower West Side,41.85383,-87.67472,Private room in rental unit,Private room,2,1,1.0,1.0,54.0,2,28,2,2,28,28,2.0,28.0,0,8,24,26,26,2021-10-19,219,43,4,30_days,4.91,4.9,4.92,4.97,4.98,4.86,4.89,1,3,2,1,0,3.47,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,private,3.7412,0,6,1000,1.0,0.5666666666666667,0.5806451612903226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.717391304347826,0.9287671232876712
9032209,316294,None,0.0,0.0,0,1.0,0,Lincoln Square,41.97969,-87.67463,Entire residential home,Entire home/apt,4,1,2.0,2.0,129.0,60,1125,60,60,1125,1125,60.0,1125.0,0,0,0,0,0,2021-10-18,0,0,0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0.0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,private,11.528,0,11,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
