host_response_rate,bathrooms,bedrooms,price,review_scores_rating,host_verifications_identity_manual,host_verifications_selfie,host_verifications_jumio,host_verifications_reviews,host_verifications_phone,host_verifications_offline_government_id,host_verifications_email,host_verifications_government_id,Verification_Numbers
0,1,1,234,0,0,1,0,0,1,1,1,1,5
1,1,3,320,4.89,1,1,1,1,1,1,1,1,8
1,1,1,36,4.43,0,0,0,0,1,1,1,1,4
0,1,1,65,0,0,0,0,1,1,0,1,0,3
0.95,1,4,643,4.84,0,0,0,1,1,1,1,1,5
1,1,1,66,4.02,1,1,1,1,1,1,1,1,8
1,1,1,69,4.81,0,0,0,0,1,0,1,0,2
0,1,1,125,5,1,1,1,0,1,1,1,1,7
0,1,3,400,4.78,0,0,1,0,1,1,1,1,5
0,1,3,175,4.94,1,1,0,0,1,1,1,1,6
1,1,1,71,4.79,1,1,0,1,1,1,1,1,7
0,1,7,948,4.86,1,1,0,1,1,1,0,1,6
1,1,2,194,0,1,1,1,1,1,1,1,1,8
1,1,1,182,4.78,0,0,1,1,1,1,1,1,6
1,1,1,255,4.8,0,0,1,1,1,1,1,1,6
1,1,2,410,4.87,0,0,1,1,1,1,1,1,6
1,1,2,99,4.84,1,1,0,1,1,1,1,1,7
1,1,2,305,4.61,0,0,1,1,1,1,1,1,6
1,1,1,221,4.86,0,0,1,1,1,1,1,1,6
1,1,1,144,0,1,1,1,1,1,1,1,1,8
1,1,2,351,4.83,0,0,1,1,1,1,1,1,6
1,1,3,198,4.79,1,1,1,1,1,1,1,1,8
0,1,7,650,5,0,0,0,0,1,1,1,1,4
0.5,1,2,525,0,0,0,0,0,1,0,1,0,2
1,1,1,324,4.94,1,1,1,1,1,1,1,1,8
0.88,1,2,65,4.8,0,0,1,0,1,1,1,1,5
0.81,1,1,39,5,0,0,1,0,1,1,1,1,5
0.8,1,1,76,4.68,1,1,1,1,1,1,1,1,8
0,1,1,425,0,0,0,0,1,0,0,1,0,2
0,1,1,30,5,0,0,1,0,1,1,1,1,5
1,1,2,209,4.75,0,0,0,0,1,0,1,0,2
0,1,1,75,5,0,0,0,0,1,0,1,0,2
1,1,2,200,4.69,0,0,1,0,1,1,1,1,5
1,1,1,101,4.88,0,0,1,0,1,1,1,1,5
1,1,2,376,4.88,1,1,0,1,1,1,1,1,7
0,1,1,47,4.92,0,0,1,1,1,0,1,1,5
0.81,1,1,149,0,0,0,0,1,1,1,1,1,5
0,1,2,37,4.79,1,1,0,0,1,1,1,1,6
1,1,2,85,5,1,1,0,0,1,1,1,1,6
1,1,2,99,4.93,1,1,0,0,1,1,1,1,6
1,1,1,64,5,0,0,1,1,1,1,1,1,6
1,1,2,120,4.88,0,0,1,1,1,1,1,1,6
0,1,1,225,0,0,0,0,1,1,0,1,0,3
1,1,1,99,4.85,0,0,0,1,1,0,1,0,3
1,1,2,115,5,1,1,0,0,1,1,1,1,6
0,1,1,65,4.84,1,1,1,1,1,0,1,1,7
0,1,3,151,4.81,0,0,0,0,1,0,0,0,1
0,1,1,400,4,0,0,1,0,1,1,0,1,4
0.89,1,1,400,5,1,1,0,0,1,1,1,1,6
0,1,3,400,0,0,0,0,0,1,0,0,0,1
1,1,3,206,4.62,1,1,1,1,1,1,1,1,8
0,1,1,400,5,0,0,0,0,1,0,1,0,2
0,1,1,400,4.67,0,0,0,0,1,0,1,0,2
0,1,1,400,0,0,0,0,0,1,1,0,1,3
0,1,1,400,0,0,1,0,0,1,1,1,1,5
0,1,1,400,5,0,0,0,0,1,0,1,0,2
0,1,1,104,3.5,0,1,0,0,1,1,1,1,5
0,1,1,85,4.78,1,1,0,0,1,1,1,1,6
0.94,1,1,36,4.94,1,1,0,0,1,1,1,1,6
1,1,1,65,4.48,0,0,1,1,1,1,1,1,6
0,1,1,90,4.81,1,1,0,0,1,1,1,1,6
0.92,1,1,69,4.89,0,0,0,0,1,0,0,0,1
0,1,1,200,0,0,0,0,0,1,1,1,1,4
1,1,1,66,0,0,0,1,1,1,1,1,1,6
1,1,1,82,5,0,0,1,1,1,1,1,1,6
0.9,1,5,557,4.83,0,0,0,0,1,1,1,1,4
0.13,1,1,150,4,0,0,0,0,1,0,0,0,1
0,1,2,66,4.68,1,1,1,0,1,1,1,1,7
1,1,1,322,4.86,0,0,1,1,1,1,1,1,6
1,1,2,290,4.94,0,1,0,0,1,1,1,1,5
0,1,3,103,4.84,0,1,0,0,1,1,1,1,5
1,1,1,62,4.94,0,0,1,1,1,0,1,1,5
0,1,1,29,4.69,1,1,1,0,1,1,1,1,7
0,1,1,69,4.75,0,0,0,0,1,0,1,0,2
1,1,1,207,4.8,0,0,1,1,1,1,1,1,6
1,1,2,120,5,0,0,1,1,1,1,1,1,6
1,1,1,48,0,0,0,1,1,1,1,1,1,6
1,1,1,65,5,0,0,1,1,1,1,1,1,6
1,1,2,142,4.89,0,0,0,0,1,0,1,0,2
0.8,1,3,180,4.92,0,0,0,0,1,0,1,0,2
1,1,1,31,5,0,1,0,1,1,1,1,1,6
1,1,1,28,4.83,0,1,0,1,1,1,1,1,6
1,1,1,28,5,0,1,0,1,1,1,1,1,6
0,1,1,55,0,0,0,0,1,1,0,1,0,3
0.97,1,3,109,4.58,1,1,1,1,1,1,1,1,8
0,1,1,175,0,0,0,0,0,1,1,1,1,4
1,1,1,157,5,0,0,0,1,1,1,1,1,5
1,1,3,104,5,0,1,0,1,1,1,1,1,6
1,1,1,78,5,0,0,1,1,1,1,1,1,6
0,1,1,100,4.43,0,0,0,0,1,1,1,1,4
0,1,1,45,0,0,0,0,0,1,0,1,0,2
0,1,2,115,5,0,0,1,1,1,0,1,1,5
0,1,3,140,0,0,0,1,1,1,0,1,1,5
1,1,2,199,4.81,1,1,0,1,1,1,1,1,7
0,1,3,75,4.91,1,1,0,0,1,1,1,1,6
0.9,1,3,157,4.84,1,1,1,0,1,1,1,1,7
1,1,3,318,4.97,0,0,0,1,1,0,1,0,3
1,1,1,45,4.44,0,0,1,1,1,0,1,1,5
1,1,4,399,0,1,1,1,1,1,1,1,1,8
0,1,1,400,4,0,1,0,0,1,1,1,1,5
0,1,1,101,5,0,0,0,0,1,1,0,1,3
0,1,1,400,5,0,0,0,0,1,0,1,0,2
0,1,1,400,5,0,0,0,0,1,0,0,0,1
1,1,2,65,5,0,1,0,0,1,1,1,1,5
0,1,3,115,5,0,0,0,0,1,1,1,1,4
0.95,1,1,92,4.5,0,0,1,1,1,0,1,1,5
1,1,1,100,0,0,0,0,1,1,0,1,0,3
0,1,1,400,0,0,1,0,0,1,1,1,1,5
1,1,1,55,5,1,1,0,1,1,1,1,1,7
0.81,1,2,222,4.7,0,0,0,0,1,1,1,1,4
0.89,1,1,400,0,1,1,0,0,1,1,1,1,6
0,1,1,400,4.33,0,0,0,0,1,0,0,0,1
0,1,1,400,5,0,0,1,0,1,1,0,1,4
1,1,1,153,5,0,0,1,1,1,1,1,1,6
1,1,5,338,4.93,0,0,1,1,1,1,1,1,6
0,1,1,99,5,0,0,0,1,1,0,1,0,3
0,1,1,73,4.79,0,0,0,0,1,0,1,0,2
0,1,1,55,5,0,0,0,0,1,1,1,1,4
0,1,1,400,0,0,0,0,0,1,1,0,1,3
1,1,3,238,4.91,1,1,0,0,1,1,1,1,6
1,1,2,125,4.78,0,0,0,1,1,0,1,0,3
1,1,1,46,4.4,1,1,0,0,1,1,1,1,6
0,1,1,45,4.5,1,1,0,1,1,1,1,1,7
1,1,1,46,4.16,1,1,0,0,1,1,1,1,6
1,1,1,48,4.6,1,1,0,0,1,1,1,1,6
1,1,1,103,0,1,1,1,1,1,1,1,1,8
1,1,1,100,0,1,1,1,1,1,1,1,1,8
1,1,2,155,4,0,0,0,1,1,1,1,1,5
1,1,2,85,4.8,1,1,0,0,1,1,1,1,6
1,1,2,53,4.43,0,0,0,0,1,1,1,1,4
0,1,1,134,4.94,0,0,0,0,1,1,1,1,4
1,1,3,209,4.61,0,0,1,1,1,1,1,1,6
1,1,1,25,4.59,1,1,0,0,1,1,1,1,6
1,1,2,146,4.97,0,0,0,0,1,1,0,1,3
1,1,4,95,4.9,1,1,0,0,1,1,1,1,6
1,1,1,90,4.61,0,0,0,1,1,1,1,1,5
0,1,1,60,5,0,0,0,0,1,0,1,0,2
0,1,1,29,4.42,1,1,0,0,1,1,1,1,6
0,1,6,240,0,0,0,1,1,1,1,1,1,6
1,1,3,180,0,0,0,1,0,1,1,1,1,5
1,1,3,128,4.74,0,0,0,1,1,0,1,0,3
0.97,1,3,114,4.56,1,1,1,1,1,1,1,1,8
0.8,1,1,135,0,0,0,0,1,1,0,1,0,3
0.82,1,1,197,4.37,0,0,0,0,1,1,1,1,4
0.82,1,1,226,4.52,0,0,0,0,1,1,1,1,4
0.82,1,1,253,4.5,0,0,0,0,1,1,1,1,4
0.82,1,1,291,4.33,0,0,0,0,1,1,1,1,4
0,1,1,108,0,0,0,0,0,1,0,1,0,2
0,1,1,52,5,0,0,0,0,1,1,1,1,4
1,1,1,70,4.97,1,1,1,1,1,1,1,1,8
0,1,2,113,4.61,1,1,1,1,1,1,1,1,8
1,1,2,194,5,0,0,1,1,1,0,1,1,5
1,1,1,62,0,0,0,1,1,1,1,1,1,6
1,1,2,195,4.98,0,0,1,1,1,0,1,1,5
1,1,1,90,4.73,1,1,1,1,1,1,1,1,8
0,1,1,152,5,0,0,0,0,1,0,1,0,2
1,1,1,180,0,0,0,1,0,1,1,1,1,5
1,1,1,92,1.5,0,0,1,0,1,1,1,1,5
1,1,1,100,1,0,0,1,0,1,1,1,1,5
1,1,1,40,5,0,1,0,1,1,1,1,1,6
1,1,3,264,4.88,0,0,0,0,1,1,1,1,4
1,1,2,86,4.8,0,0,1,1,1,1,1,1,6
1,1,1,96,4.74,0,0,1,0,1,1,1,1,5
0,1,1,75,4.83,0,0,0,0,1,0,1,0,2
1,1,1,100,4.97,0,0,0,0,1,0,1,0,2
1,1,1,80,4.84,0,0,1,1,1,0,1,1,5
1,1,2,112,4.95,1,1,1,0,1,1,1,1,7
1,1,3,200,4.94,0,0,0,0,1,0,1,0,2
1,1,2,157,5,1,1,0,0,1,1,1,1,6
0.81,1,2,222,4.75,0,0,0,0,1,1,1,1,4
0,1,2,144,4.71,0,0,0,1,1,0,0,0,2
0,1,1,78,4.78,1,1,0,0,1,1,1,1,6
1,1,2,229,5,0,0,1,1,1,0,1,1,5
0,1,2,84,5,0,0,0,0,1,0,1,0,2
0.95,1,1,91,4.48,0,0,1,1,1,0,1,1,5
1,1,1,298,4.97,0,0,0,0,1,1,1,1,4
1,1,1,75,4.57,1,1,0,0,1,1,1,1,6
1,1,1,125,5,1,1,0,0,1,1,1,1,6
1,1,1,100,4.9,1,1,0,0,1,1,1,1,6
0,1,1,100,0,0,0,0,0,1,0,1,0,2
1,1,1,127,4.74,0,0,0,0,1,1,1,1,4
1,1,3,199,4.83,0,0,0,0,1,1,1,1,4
1,1,1,204,0,1,1,1,1,1,1,1,1,8
1,1,1,210,0,1,1,1,1,1,1,1,1,8
1,1,1,180,0,1,1,1,1,1,1,1,1,8
0.94,1,1,89,3.93,0,0,0,0,1,0,1,0,2
0.94,1,1,99,4.25,0,0,0,0,1,0,1,0,2
0.94,1,1,116,0,0,0,0,0,1,0,1,0,2
0.94,1,1,116,4.36,0,0,0,0,1,0,1,0,2
0.94,1,1,169,0,0,0,0,0,1,0,1,0,2
0.9,1,2,275,5,0,0,0,1,1,0,1,0,3
0,1,1,45,5,0,0,1,0,1,1,1,1,5
0,1,2,232,4.75,0,0,1,1,1,1,1,1,6
0,1,1,400,0,0,0,0,0,1,1,0,1,3
1,1,2,206,4.93,0,0,0,0,1,0,1,0,2
0,1,1,400,4,0,1,0,0,1,1,1,1,5
1,1,1,179,5,1,1,0,0,1,1,1,1,6
0,1,1,25,0,1,1,0,0,1,1,1,1,6
1,1,3,242,4.9,1,1,0,0,1,1,1,1,6
0,1,2,239,4.77,0,0,1,1,1,1,1,1,6
1,1,1,25,4.46,1,1,0,0,1,1,1,1,6
1,1,2,250,4.71,0,0,0,0,1,0,1,0,2
0,1,1,85,5,0,0,0,0,1,0,0,0,1
0,1,2,179,4.75,0,0,0,0,1,0,1,0,2
1,1,2,226,4.68,0,0,1,1,1,1,1,1,6
1,1,1,170,4,0,0,1,1,1,1,1,1,6
1,1,1,80,4.85,0,0,0,0,1,1,1,1,4
1,1,7,260,4.8,0,1,1,1,1,1,1,1,7
1,1,5,220,4.64,1,1,0,0,1,1,1,1,6
1,1,3,74,4.34,1,1,0,1,1,1,0,1,6
0,1,1,189,0,0,0,0,0,1,0,0,0,1
1,1,1,120,0,1,1,0,1,1,1,1,1,7
0,1,2,70,5,0,0,0,0,1,0,0,0,1
1,1,1,100,4.69,0,0,0,0,1,0,0,0,1
1,1,1,35,4.68,1,1,0,0,1,1,1,1,6
1,1,1,35,4.86,1,1,0,0,1,1,1,1,6
1,1,1,35,4.75,1,1,0,0,1,1,1,1,6
1,1,3,450,5,1,1,0,0,1,1,1,1,6
1,1,1,70,4.85,1,1,0,0,1,1,1,1,6
1,1,1,70,4.83,1,1,0,0,1,1,1,1,6
1,1,1,64,4.84,1,1,0,0,1,1,1,1,6
1,1,1,110,4.63,0,0,0,0,1,0,0,0,1
0.04,1,1,150,4.59,1,1,0,0,1,1,1,1,6
0,1,4,475,4.55,0,0,1,1,1,1,1,1,6
1,1,2,151,5,0,0,0,0,1,0,1,0,2
0,1,3,391,5,0,0,1,1,1,0,1,1,5
1,1,2,82,4.76,0,0,1,0,1,1,1,1,5
1,1,2,160,5,0,0,1,1,1,1,1,1,6
0.8,1,1,134,4.85,0,0,0,0,1,1,1,1,4
1,1,1,170,4.33,0,0,1,1,1,1,1,1,6
1,1,1,170,4.63,0,0,1,1,1,1,1,1,6
1,1,1,170,4.8,0,0,1,1,1,1,1,1,6
1,1,1,170,5,0,0,1,1,1,1,1,1,6
1,1,1,170,4.46,0,0,1,1,1,1,1,1,6
0.38,1,1,64,0,0,0,0,0,1,0,1,0,2
1,1,1,94,4.92,0,1,1,0,1,1,1,1,6
0,1,1,90,4.94,1,1,0,0,1,1,1,1,6
1,1,1,43,4.5,0,0,1,1,1,1,1,1,6
1,1,1,43,4.18,0,0,1,1,1,1,1,1,6
0.67,1,3,200,5,0,0,0,0,1,1,1,1,4
0.9,1,1,75,2.5,0,0,0,0,1,0,1,0,2
0,1,1,75,5,1,1,1,1,1,1,1,1,8
0,1,1,75,4.67,0,0,0,1,1,0,1,0,3
1,1,2,281,5,1,1,1,1,1,1,1,1,8
0,1,1,106,4.5,0,0,0,0,1,1,1,1,4
1,1,4,229,5,0,0,0,0,1,1,1,1,4
1,1,1,39,5,1,1,0,0,1,1,1,1,6
1,1,2,83,4.06,1,1,0,0,1,1,1,1,6
0.9,1,1,220,0,1,1,0,1,1,1,1,1,7
0,1,1,83,5,1,1,1,1,1,0,1,1,7
1,1,3,150,0,0,0,1,1,1,1,1,1,6
1,1,2,491,4.97,1,1,1,0,1,1,1,1,7
0.25,1,1,40,0,0,0,0,0,1,1,1,1,4
1,1,1,65,4.84,0,0,0,1,1,1,1,1,5
1,1,2,94,4.85,1,1,0,0,1,1,1,1,6
1,1,2,104,4.9,0,0,0,1,1,0,1,0,3
1,1,1,65,4.74,1,1,0,0,1,1,1,1,6
1,1,1,104,5,1,1,1,1,1,1,1,1,8
1,1,2,161,0,1,1,1,1,1,1,1,1,8
1,1,1,144,0,1,1,1,1,1,1,1,1,8
1,1,1,172,4.67,1,1,1,1,1,1,1,1,8
0,1,1,75,5,0,0,0,0,1,1,1,1,4
1,1,2,97,4.91,0,0,0,0,1,1,1,1,4
0,1,2,88,4.64,0,0,0,1,1,1,1,1,5
0,1,2,164,4.92,0,0,0,0,1,1,1,1,4
1,1,1,160,0,0,0,1,1,1,1,1,1,6
1,1,1,90,4.86,0,0,0,0,1,0,1,0,2
0.75,1,1,36,0,0,0,0,0,1,1,1,1,4
1,1,2,230,4.94,0,0,1,1,1,0,1,1,5
0.92,1,1,48,4.23,1,1,0,0,1,1,1,1,6
0.82,1,1,85,4.5,0,0,0,0,1,0,1,0,2
0,1,2,159,0,0,0,0,0,1,0,1,0,2
1,1,2,139,4.78,0,0,0,0,1,1,1,1,4
1,1,1,173,0,1,1,1,1,1,1,1,1,8
1,1,3,85,4.15,1,1,0,0,1,1,1,1,6
1,1,4,598,4.92,0,0,1,0,1,0,1,1,4
0.97,1,2,103,4.36,1,1,1,1,1,1,1,1,8
0.92,1,1,45,4.09,1,1,0,0,1,1,1,1,6
0.92,1,1,42,4.31,1,1,0,0,1,1,1,1,6
1,1,1,199,5,0,0,0,0,1,0,0,0,1
0.92,1,1,42,4.59,1,1,0,0,1,1,1,1,6
1,1,1,120,4.75,0,0,0,0,1,1,1,1,4
1,1,2,95,4.89,0,0,1,1,1,0,1,1,5
0,1,2,45,4.8,1,1,0,0,1,1,1,1,6
0,1,2,358,4.86,1,1,0,0,1,1,1,1,6
1,1,2,196,0,1,1,1,1,1,1,1,1,8
0.82,1,1,89,4,0,0,0,0,1,0,1,0,2
1,1,2,168,4.94,0,0,1,0,1,1,1,1,5
1,1,1,179,4.77,1,1,1,1,1,1,1,1,8
1,1,2,197,4.65,1,1,1,1,1,1,1,1,8
0,1,1,115,4.33,0,0,0,0,1,0,0,0,1
1,1,1,68,4.52,0,0,0,1,1,0,1,0,3
1,1,1,150,4.2,1,1,0,0,1,1,1,1,6
1,1,1,212,4.75,1,1,1,1,1,1,1,1,8
0,1,3,95,0,0,0,0,0,1,0,0,0,1
0,1,1,175,5,0,0,0,1,1,0,1,0,3
1,1,3,125,0,0,0,0,1,1,0,1,0,3
0,1,3,85,5,0,0,0,0,1,1,1,1,4
1,1,4,223,4.89,1,1,1,1,1,1,1,1,8
0.82,1,1,89,5,0,0,0,0,1,0,1,0,2
1,1,1,20,5,1,1,0,1,1,1,1,1,7
0.82,1,1,85,0,0,0,0,0,1,0,1,0,2
1,1,2,168,4.97,0,0,1,1,1,1,1,1,6
0,1,1,100,5,1,1,1,0,1,1,1,1,7
1,1,1,117,0,1,1,1,1,1,1,1,1,8
0,1,1,159,5,0,0,0,0,1,1,1,1,4
0,1,3,1100,4.97,1,1,1,1,1,1,1,1,8
1,1,2,175,0,0,0,0,1,1,0,1,0,3
0.4,1,1,119,4.86,0,0,0,0,1,1,1,1,4
1,1,1,123,0,1,1,1,1,1,1,1,1,8
0,1,1,49,4.71,0,0,1,0,1,1,1,1,5
1,1,1,153,4.98,0,0,0,0,1,0,1,0,2
0,1,1,200,5,0,0,0,1,1,1,1,1,5
1,1,1,49,4.74,1,1,1,1,1,1,1,1,8
1,1,2,125,4.74,0,0,1,1,1,0,1,1,5
1,1,1,95,5,1,1,1,1,1,1,1,1,8
1,1,2,110,5,1,1,0,0,1,1,0,1,5
1,1,1,79,4.83,1,1,0,1,1,1,1,1,7
1,1,1,119,0,1,1,1,1,1,1,1,1,8
1,1,1,134,0,1,1,1,1,1,1,1,1,8
0.94,1,1,169,4.8,1,1,0,0,1,1,1,1,6
1,1,2,236,5,1,1,1,1,1,1,1,1,8
1,1,1,141,4.95,0,1,0,1,1,1,1,1,6
1,1,3,192,4.81,1,1,0,0,1,1,1,1,6
0.7,1,4,462,4.71,0,0,0,0,1,0,1,0,2
0,1,1,152,5,0,0,0,1,1,0,1,0,3
0,1,1,80,4.43,0,0,0,0,1,0,1,0,2
1,1,2,124,4.89,0,0,0,0,1,1,1,1,4
1,1,1,230,4.72,0,0,1,1,1,1,1,1,6
0,1,1,50,5,1,1,0,0,1,1,1,1,6
1,1,3,165,4.51,1,1,0,0,1,1,1,1,6
0,1,1,150,5,0,0,1,1,1,0,1,1,5
1,1,1,45,4.64,0,0,1,1,1,0,1,1,5
1,1,1,100,5,0,0,1,1,1,1,1,1,6
1,1,1,100,5,0,0,1,1,1,1,1,1,6
1,1,3,336,4.71,0,0,1,1,1,1,1,1,6
1,1,3,105,4.79,0,0,0,0,1,0,1,0,2
0,1,1,59,5,0,0,0,1,1,0,1,0,3
1,1,1,49,4.78,1,1,1,1,1,1,1,1,8
0,1,1,400,0,0,0,0,0,1,0,1,0,2
1,1,3,95,4.83,0,0,0,0,1,1,1,1,4
1,1,3,93,4.65,0,0,0,0,1,0,1,0,2
1,1,1,556,0,0,0,0,0,1,0,1,0,2
0,1,1,400,0,1,1,0,0,1,1,1,1,6
1,1,1,82,4.4,1,1,0,0,1,1,0,1,5
1,1,2,204,4.65,1,1,1,1,1,1,1,1,8
1,1,1,184,5,0,0,1,1,1,1,1,1,6
1,1,1,198,0,0,0,1,1,1,1,1,1,6
1,1,1,204,4.5,0,0,1,1,1,1,1,1,6
1,1,1,142,0,0,0,1,1,1,1,1,1,6
1,1,1,204,0,0,0,1,1,1,1,1,1,6
1,1,1,142,0,0,0,1,1,1,1,1,1,6
1,1,5,954,4.33,1,1,1,1,1,1,1,1,8
1,1,2,174,4.8,0,0,1,0,1,1,1,1,5
1,1,1,115,2,1,1,1,1,1,1,1,1,8
1,1,2,144,4.94,1,1,0,0,1,1,0,1,5
0,1,3,75,5,0,0,0,1,1,1,1,1,5
1,1,1,86,4.93,0,0,1,1,1,1,1,1,6
0,1,6,439,5,1,1,1,1,1,1,1,1,8
1,1,2,250,4.29,1,1,1,1,1,1,1,1,8
1,1,1,25,5,0,0,0,0,1,0,1,0,2
0,1,1,37,5,0,0,1,0,1,1,1,1,5
0.98,1,1,26,4.13,0,1,0,1,1,1,1,1,6
1,1,1,35,4.69,0,0,1,1,1,1,1,1,6
1,1,1,86,4.99,0,0,0,0,1,1,1,1,4
1,1,3,247,4.64,1,1,1,1,1,1,1,1,8
0,1,1,65,4.23,0,0,0,0,1,1,1,1,4
1,1,3,250,4.78,0,0,1,0,1,1,1,1,5
0.98,1,1,24,3.67,0,1,0,1,1,1,1,1,6
0.98,1,1,29,4.41,0,1,0,1,1,1,1,1,6
1,1,1,210,0,1,1,1,1,1,1,1,1,8
1,1,1,126,4,1,1,1,1,1,1,1,1,8
0.82,1,1,85,3.67,0,0,0,0,1,0,1,0,2
1,1,1,48,4.86,1,1,1,1,1,1,1,1,8
1,1,3,125,4,0,0,0,0,1,0,1,0,2
1,1,3,130,0,0,0,0,1,1,0,1,0,3
0,1,2,200,3.7,1,1,0,0,1,1,1,1,6
1,1,1,50,0,0,0,0,0,1,0,1,0,2
0.95,1,1,84,4.3,0,0,1,1,1,0,1,1,5
1,1,1,119,4.94,0,0,0,1,1,1,1,1,5
1,1,1,120,5,0,0,1,1,1,1,1,1,6
1,1,4,65,0,0,0,0,0,1,0,1,0,2
1,1,4,1095,5,1,1,0,0,1,1,1,1,6
0,1,2,251,4.65,0,0,0,0,1,1,1,1,4
0.98,1,1,89,4.79,0,0,1,1,1,0,1,1,5
0.97,1,1,81,4.56,1,1,1,1,1,1,1,1,8
0.97,1,3,98,4.26,1,1,1,1,1,1,1,1,8
0.97,1,2,83,4.27,1,1,1,1,1,1,1,1,8
1,1,3,140,4.92,0,0,0,0,1,0,1,0,2
1,1,1,49,4.88,0,0,1,0,1,1,1,1,5
1,1,3,138,5,0,0,0,0,1,0,1,0,2
0.9,1,3,185,4.53,0,0,0,0,1,1,1,1,4
1,1,1,225,5,0,0,0,0,1,0,0,0,1
1,1,1,245,5,0,0,0,0,1,0,0,0,1
1,1,1,235,5,0,0,0,0,1,0,0,0,1
1,1,1,265,4.92,0,0,0,0,1,0,0,0,1
1,1,1,265,5,0,0,0,0,1,0,0,0,1
1,1,1,275,0,0,0,0,0,1,0,0,0,1
1,1,1,285,0,0,0,0,0,1,0,0,0,1
1,1,1,535,0,0,0,0,0,1,0,0,0,1
1,1,2,1009,5,0,0,0,0,1,0,0,0,1
0,1,1,125,5,1,1,0,0,1,1,0,1,5
0.82,1,1,85,5,0,0,0,0,1,0,1,0,2
1,1,1,119,4.89,0,0,0,0,1,0,1,0,2
0,1,1,68,5,0,1,0,1,1,1,1,1,6
0.82,1,2,98,5,0,0,0,0,1,0,1,0,2
1,1,2,125,4.67,0,0,0,1,1,1,1,1,5
1,1,2,29,0,0,0,0,0,1,0,1,0,2
1,1,2,180,5,0,0,0,0,1,0,1,0,2
1,1,2,154,4.97,0,0,0,0,1,0,1,0,2
1,1,1,35,0,0,0,0,1,1,0,1,0,3
1,1,1,72,4.86,0,0,0,1,1,1,1,1,5
0,1,2,800,0,0,0,0,0,1,0,1,0,2
1,1,2,136,4.84,0,1,0,0,1,1,1,1,5
1,1,1,37,4.86,0,0,1,1,1,1,1,1,6
0,1,1,35,0,0,0,0,0,1,1,0,1,3
1,1,2,174,4.96,1,1,1,0,1,1,1,1,7
0,1,1,36,5,0,0,0,0,1,0,1,0,2
0,1,1,35,5,0,0,0,0,1,0,1,0,2
1,1,2,180,4.92,1,1,0,0,1,1,1,1,6
0,1,1,75,0,0,0,0,1,1,0,1,0,3
0,1,2,68,5,1,1,0,0,1,1,1,1,6
1,1,1,79,4.82,1,1,1,1,1,1,1,1,8
0,1,1,60,0,0,0,0,0,1,1,1,1,4
1,1,1,25,3.67,0,0,1,1,1,1,1,1,6
1,1,1,25,5,0,0,1,1,1,1,1,1,6
1,1,1,35,4.57,0,0,1,1,1,1,1,1,6
1,1,5,235,4.69,1,1,1,0,1,1,1,1,7
0.95,1,2,97,4.46,0,0,1,1,1,1,1,1,6
0,1,1,50,5,0,0,0,0,1,1,1,1,4
1,1,3,199,4.58,1,1,0,1,1,1,1,1,7
1,1,3,139,4.77,1,1,0,0,1,1,1,1,6
0.69,1,1,270,0,1,1,1,1,1,1,1,1,8
0.72,1,2,160,4.6,0,0,0,1,1,0,1,0,3
1,1,2,258,0,1,1,1,1,1,1,1,1,8
1,1,1,144,2,1,1,1,1,1,1,1,1,8
1,1,1,195,4,1,1,1,1,1,1,1,1,8
1,1,2,234,5,1,1,1,1,1,1,1,1,8
1,1,1,174,5,1,1,1,1,1,1,1,1,8
1,1,1,180,0,1,1,1,1,1,1,1,1,8
1,1,1,131,0,1,1,1,1,1,1,1,1,8
1,1,1,139,4.5,1,1,1,1,1,1,1,1,8
1,1,1,115,0,1,1,1,1,1,1,1,1,8
0,1,1,100,0,0,0,0,0,1,1,1,1,4
0,1,3,275,0,0,0,0,0,1,0,0,0,1
0,1,1,89,5,0,0,0,0,1,0,1,0,2
0.72,1,2,120,5,0,0,0,1,1,0,1,0,3
0.5,1,1,79,0,0,0,0,0,1,0,1,0,2
0.5,1,1,109,0,0,0,0,0,1,0,1,0,2
0.72,1,1,100,5,0,0,0,1,1,0,1,0,3
0,1,1,32,5,1,1,0,0,1,1,1,1,6
0.94,1,2,59,4.72,1,1,0,0,1,1,1,1,6
0,1,3,336,5,0,0,0,0,1,1,1,1,4
0.72,1,1,80,5,0,0,0,1,1,0,1,0,3
1,1,3,83,4.84,0,0,0,0,1,0,1,0,2
0.8,1,2,180,5,0,0,0,1,1,0,1,0,3
0.8,1,1,120,5,0,0,0,1,1,0,1,0,3
0,1,1,35,0,0,0,0,0,1,0,0,0,1
1,1,3,252,4.66,0,0,1,1,1,0,1,1,5
1,1,1,194,4.95,0,0,0,1,1,1,1,1,5
0,1,1,32,5,1,1,0,0,1,1,1,1,6
0,1,3,130,5,1,1,1,1,1,0,1,1,7
1,1,3,161,0,0,0,1,1,1,1,1,1,6
1,1,6,361,4.81,0,0,0,1,1,0,1,0,3
0.8,1,1,47,5,0,0,0,0,1,1,1,1,4
1,1,1,160,5,0,0,1,1,1,1,1,1,6
0,1,2,132,4.62,0,0,1,1,1,1,1,1,6
0.72,1,2,200,5,0,0,0,1,1,0,1,0,3
1,1,2,82,4.78,0,0,0,1,1,0,1,0,3
0,1,1,20,4.75,0,0,1,1,1,0,1,1,5
1,1,2,100,4.5,0,0,1,1,1,1,1,1,6
