host_response_rate,bathrooms,bedrooms,price,review_scores_rating,host_verifications_identity_manual,host_verifications_selfie,host_verifications_jumio,host_verifications_reviews,host_verifications_phone,host_verifications_offline_government_id,host_verifications_email,host_verifications_government_id,Verification_Numbers
1,1,3,106,4.79,0,0,1,1,1,0,1,1,5
0,1,1,69,4.8,0,0,1,1,1,1,1,1,6
1,1,1,80,4.88,0,0,0,1,1,0,1,0,3
1,1,1,109,4.99,0,0,1,1,1,1,1,1,6
0,1,1,1200,0,1,1,1,1,1,1,1,1,8
0,1,2,99,4.73,0,0,1,1,1,1,1,1,6
1,1,2,166,4.5,1,1,1,1,1,1,1,1,8
0,1,2,73,4.88,0,0,0,1,1,1,1,1,5
1,1,3,153,4.94,0,0,1,1,1,1,1,1,6
0.99,1,1,29,4.28,1,1,1,1,1,1,1,1,8
0,1,1,108,5,0,0,0,1,1,0,1,0,3
0,1,1,29,4.81,1,1,1,1,1,1,1,1,8
1,1,3,94,4.91,1,1,1,1,1,1,1,1,8
0,1,1,70,4.95,0,0,0,1,1,0,1,0,3
1,1,1,110,4.88,1,1,1,1,1,1,1,1,8
0,1,1,70,0,0,0,0,0,1,0,0,0,1
0,1,2,77,5,1,1,1,1,1,1,1,1,8
0,1,1,45,5,0,0,0,1,1,0,1,0,3
0,1,2,75,4.93,0,0,1,1,1,0,1,1,5
1,1,2,148,4.99,1,1,1,0,1,1,1,1,7
1,1,1,125,5,1,1,1,1,1,1,1,1,8
0,1,3,275,0,0,0,1,1,1,1,1,1,6
0.95,1,4,381,4.88,0,0,1,1,1,0,1,1,5
1,1,1,99,4.95,0,0,1,1,1,1,1,1,6
1,1,1,116,4.99,0,1,0,1,1,1,1,1,6
1,1,3,203,4.98,0,0,1,1,1,1,1,1,6
1,1,1,150,5,1,1,1,1,1,1,1,1,8
0,1,1,49,4.97,0,0,1,1,1,0,1,1,5
0,1,3,166,4.83,0,0,0,0,1,0,1,0,2
0,1,1,38,4.67,0,0,1,1,1,0,1,0,4
1,1,2,110,4.8,0,0,1,1,1,1,1,1,6
0,1,2,126,4.89,1,1,1,1,1,1,1,1,8
0,1,1,85,4.78,1,1,0,1,1,1,1,1,7
1,1,1,299,4.63,0,0,0,1,1,0,1,0,3
1,1,2,159,4.72,0,0,1,1,1,1,1,1,6
1,1,3,105,4.97,0,0,1,1,1,1,1,1,6
1,1,2,115,4.9,0,0,0,1,1,0,1,0,3
0,1,4,108,4.87,0,0,0,0,1,0,1,0,2
1,1,2,86,4.91,1,1,1,1,1,1,1,1,8
0.99,1,1,28,4.52,1,1,1,1,1,1,1,1,8
1,1,1,142,4.87,0,0,1,1,1,1,0,1,5
1,1,1,97,4.89,0,0,0,1,1,0,1,0,3
1,1,1,33,4.55,1,1,1,1,1,1,1,1,8
1,1,1,36,4.26,1,1,1,1,1,1,1,1,8
0,1,1,75,5,0,0,0,1,1,0,1,0,3
0,1,2,250,0,1,1,1,0,1,1,1,1,7
0,1,2,164,4.73,0,0,0,1,1,0,1,0,3
0,1,2,90,0,0,0,0,0,1,0,1,0,2
0,1,1,35,0,1,1,1,0,1,1,1,1,7
0,1,1,75,4.91,1,1,1,1,1,1,1,1,8
0.9,1,1,100,5,0,0,1,1,1,1,1,1,6
1,1,2,105,4.85,0,0,0,1,1,0,1,0,3
0,1,1,394,4.92,0,0,0,1,1,0,1,0,3
0,1,1,60,0,0,0,1,1,1,1,1,1,6
1,1,1,55,4.26,1,1,1,1,1,1,1,1,8
1,1,4,400,5,0,0,0,1,1,0,1,0,3
1,1,1,82,4.91,0,0,1,1,1,0,1,1,5
1,1,3,283,4.79,1,1,1,0,1,1,1,1,7
0,1,1,139,0,0,0,1,0,1,0,1,1,4
1,1,2,360,5,0,0,1,1,1,0,1,1,5
1,1,1,276,4.86,1,1,1,1,1,1,1,1,8
1,1,1,85,4.88,0,0,1,1,1,0,1,1,5
1,1,1,38,4.98,0,0,1,1,1,0,1,1,5
1,1,1,95,5,0,0,1,1,1,0,1,1,5
0,1,2,56,4.93,0,0,0,1,1,0,1,0,3
0,1,2,170,4.78,1,1,1,1,1,1,1,1,8
0,1,4,599,5,0,0,0,1,1,0,1,0,3
0,1,1,21,4,0,0,1,1,1,1,0,1,5
1,1,2,125,4.91,0,0,1,1,1,1,1,1,6
0,1,1,50,0,0,0,0,1,1,0,1,0,3
1,1,1,75,4.98,1,1,1,1,1,1,1,1,8
0,1,2,200,0,0,0,0,1,1,1,1,1,5
0,1,1,86,5,1,1,1,1,1,1,1,1,8
1,1,1,87,4.81,0,0,1,1,1,1,1,1,6
0.8,1,2,182,4.89,0,0,1,1,1,0,1,1,5
0,1,1,53,4.78,1,1,1,1,1,1,1,1,8
1,1,2,155,4.89,1,1,1,1,1,1,1,1,8
0,1,6,518,5,1,1,1,1,1,1,1,1,8
1,1,2,199,4.96,1,1,1,1,1,1,1,1,8
1,1,1,67,4.88,1,1,1,1,1,1,1,1,8
1,1,1,54,4.9,1,1,1,1,1,1,1,1,8
1,1,1,57,4.85,1,1,1,1,1,1,1,1,8
0.33,1,1,42,4.76,0,0,1,0,1,1,1,1,5
0,1,1,63,4.92,0,0,0,1,1,1,0,1,4
0,1,2,150,3.5,0,0,0,1,1,0,1,0,3
0,1,1,60,4.86,0,0,0,1,1,0,0,0,2
1,1,1,53,4.92,1,1,1,1,1,1,1,1,8
0,1,3,129,4.92,0,0,1,1,1,0,1,1,5
0,1,1,75,5,0,0,0,1,1,0,1,0,3
0,1,1,195,5,1,1,1,1,1,1,1,1,8
0,1,1,60,0,0,0,1,1,1,1,1,1,6
1,1,1,79,4.85,0,0,1,1,1,0,1,1,5
0,1,1,39,4.89,1,1,1,1,1,1,1,1,8
0,1,1,60,4.78,1,1,1,1,1,1,1,1,8
0,1,1,23,4.83,1,1,1,1,1,1,1,1,8
0,1,1,56,4.74,1,1,1,1,1,1,1,1,8
1,1,2,123,4.98,0,0,0,1,1,1,1,1,5
0,1,1,48,4.73,1,1,1,1,1,1,1,1,8
0,1,1,51,4.79,1,1,1,1,1,1,1,1,8
0,1,1,60,5,1,1,1,1,1,1,1,1,8
1,1,1,107,4.95,0,0,1,1,1,0,1,1,5
0,1,1,80,0,0,0,0,1,1,0,1,0,3
1,1,1,99,4.91,0,0,0,1,1,0,1,0,3
1,1,2,52,4.9,0,0,1,1,1,1,1,1,6
0,1,1,70,5,0,0,0,1,1,0,0,0,2
0,1,1,120,5,0,0,0,0,1,0,1,0,2
0.98,1,8,1200,5,1,1,1,1,1,1,1,1,8
1,1,1,131,4.97,1,1,1,1,1,0,1,1,7
0,1,2,100,5,0,0,0,0,1,0,1,0,2
1,1,1,90,4.73,0,0,0,1,1,0,1,0,3
0,1,1,59,4.96,0,0,0,1,1,0,1,0,3
1,1,1,100,4.92,0,0,0,1,1,0,1,0,3
0,1,1,70,4.67,0,0,0,1,1,0,1,0,3
1,1,3,142,4.69,0,0,1,1,1,1,1,1,6
1,1,2,176,4.83,0,0,1,1,1,0,1,1,5
0,1,1,55,5,1,1,1,1,1,1,1,1,8
1,1,2,151,4.91,0,0,1,1,1,1,1,1,6
0,1,2,205,4.97,0,0,1,0,1,1,1,1,5
1,1,3,139,4.63,1,1,0,1,1,1,1,1,7
0,1,1,75,0,1,1,1,0,1,1,1,1,7
0,1,2,119,5,0,0,1,1,1,1,1,1,6
0,1,5,181,4.78,0,0,1,1,1,1,1,1,6
1,1,2,69,4.85,0,0,0,1,1,0,1,0,3
0,1,1,88,4.85,1,1,1,1,1,1,1,1,8
0,1,2,139,4.94,1,1,0,1,1,1,1,1,7
1,1,2,42,4.95,1,1,1,1,1,1,1,1,8
1,1,6,578,4.93,1,1,1,1,1,1,1,1,8
0,1,1,43,4.85,1,1,1,1,1,1,1,1,8
0,1,2,60,4.4,1,1,1,1,1,0,1,1,7
1,1,3,104,4.85,0,0,1,1,1,1,1,1,6
1,1,2,105,4.77,0,0,0,1,1,0,1,0,3
1,1,1,59,4.9,1,1,1,1,1,1,1,1,8
1,1,1,107,4.93,1,1,0,1,1,1,1,1,7
0.33,1,2,80,0,0,0,0,1,1,0,1,0,3
0,1,2,254,5,0,0,0,1,1,0,1,0,3
0,1,3,151,4.83,1,1,1,1,1,1,1,1,8
1,1,3,198,4.7,1,1,1,1,1,1,1,1,8
1,1,3,111,4.85,1,1,0,1,1,1,1,1,7
0,1,2,350,0,0,0,1,1,1,0,1,1,5
1,1,1,65,5,0,0,0,1,1,0,1,0,3
1,1,1,154,4.92,0,0,0,1,1,0,1,0,3
1,1,3,232,4.7,0,0,1,1,1,0,1,1,5
1,1,2,111,4.78,0,0,0,1,1,0,1,0,3
1,1,1,80,5,0,0,0,1,1,0,1,0,3
0,1,1,88,0,1,1,1,0,1,1,1,1,7
1,1,1,24,4.6,1,1,1,1,1,1,1,1,8
0,1,2,105,0,0,0,1,1,1,1,1,1,6
1,1,1,64,5,0,0,0,1,1,0,1,0,3
1,1,1,39,5,0,0,0,1,1,0,1,0,3
0.92,1,1,43,4.37,1,1,0,1,1,1,1,1,7
1,1,1,44,5,0,0,0,1,1,0,1,0,3
0,1,3,499,0,0,0,0,0,1,1,1,1,4
1,1,1,23,4.91,0,0,0,1,1,0,1,0,3
0.97,1,1,183,4.7,0,0,0,1,1,0,1,0,3
0,1,2,79,5,0,0,0,0,1,0,1,0,2
1,1,1,19,5,0,0,0,1,1,0,1,0,3
1,1,1,22,4.83,0,0,0,1,1,0,1,0,3
1,1,1,110,5,0,0,0,1,1,0,1,0,3
1,1,1,110,0,0,0,0,1,1,0,1,0,3
1,1,1,86,5,0,0,0,1,1,0,1,0,3
1,1,1,59,4.67,0,0,0,1,1,0,1,0,3
1,1,1,65,4.89,0,0,0,1,1,1,1,1,5
0,1,1,100,4.75,1,1,1,1,1,1,1,1,8
0,1,3,650,4.83,1,1,0,0,1,1,1,1,6
1,1,1,69,5,0,0,0,1,1,0,1,0,3
1,1,1,51,0,0,0,0,1,1,0,1,0,3
1,1,1,58,5,0,0,0,1,1,0,1,0,3
1,1,1,58,0,0,0,0,1,1,0,1,0,3
1,1,1,89,5,0,0,1,1,1,1,1,1,6
0,1,2,120,0,1,1,1,0,1,1,0,1,6
1,1,1,159,5,0,0,0,1,1,0,1,0,3
0,1,1,90,4.93,1,1,1,0,1,1,1,1,7
1,1,1,101,4.84,0,0,1,1,1,0,1,1,5
0,1,3,527,0,0,0,0,0,1,0,1,0,2
0,1,3,72,4.79,1,1,1,1,1,1,1,1,8
0,1,1,60,5,0,0,0,1,1,0,1,0,3
0,1,1,107,4.9,1,1,1,1,1,1,1,1,8
1,1,1,38,5,0,0,0,0,1,0,1,0,2
1,1,1,161,4.93,0,0,0,1,1,0,1,0,3
1,1,2,50,4.71,0,0,1,1,1,0,1,1,5
1,1,2,416,4.83,1,1,1,1,1,1,1,1,8
0,1,1,139,5,0,0,1,1,1,1,1,1,6
1,1,3,315,4.54,1,1,1,1,1,0,1,1,7
1,1,1,75,4,0,0,0,1,1,0,1,0,3
0,1,1,239,4.9,0,0,0,1,1,1,1,1,5
0,1,2,280,0,0,0,0,0,1,0,1,0,2
0,1,3,250,5,1,1,1,1,1,1,0,1,7
0,1,1,150,0,0,0,0,0,1,0,0,0,1
0,1,3,290,0,0,0,0,0,1,0,1,0,2
0,1,3,220,0,0,0,1,0,1,1,1,1,5
0,1,1,85,5,0,0,0,1,1,0,1,0,3
1,1,1,249,5,0,0,1,1,1,1,1,1,6
0,1,1,24,4.15,0,0,1,1,1,0,1,1,5
1,1,3,142,4.85,0,0,0,1,1,0,1,0,3
1,1,1,35,5,0,0,0,1,1,0,1,0,3
1,1,1,25,5,0,0,0,1,1,0,1,0,3
0.8,1,4,223,4.86,1,1,1,1,1,1,1,1,8
1,1,2,211,4.96,1,1,0,1,1,1,1,1,7
1,1,1,41,4.54,1,1,0,1,1,1,1,1,7
0,1,1,84,4.97,0,0,0,1,1,0,1,0,3
1,1,2,95,4.92,0,0,1,1,1,0,1,1,5
0,1,2,218,4.96,0,0,1,1,1,0,1,1,5
1,1,4,485,4.96,1,1,1,1,1,1,1,1,8
0.98,1,2,98,4.65,0,0,1,1,1,0,1,1,5
0.3,1,1,35,5,1,1,1,1,1,1,1,1,8
0,1,3,258,4.99,1,1,1,0,1,1,1,1,7
0,1,1,119,4.67,0,0,1,1,1,0,1,1,5
0,1,2,70,0,0,0,1,1,1,0,1,1,5
1,1,2,74,4.88,1,1,1,1,1,1,1,1,8
0,1,1,50,5,0,0,1,1,1,1,1,1,6
1,1,2,110,4.95,0,0,0,1,1,0,1,0,3
1,1,1,81,4.67,1,1,1,1,1,0,1,1,7
0,1,1,120,1,0,0,0,0,1,0,1,0,2
1,1,1,112,5,1,1,1,1,1,1,1,1,8
0,1,1,100,0,0,1,0,0,1,1,0,1,4
0,1,2,250,4.96,0,0,0,1,1,1,1,1,5
1,1,2,110,4.95,0,0,1,1,1,0,1,1,5
1,1,2,350,4.69,0,0,0,1,1,0,1,0,3
1,1,2,80,4.81,0,0,0,0,1,1,1,1,4
1,1,1,107,4.84,1,1,1,1,1,1,1,1,8
1,1,1,58,4.89,0,0,0,1,1,0,1,0,3
1,1,4,482,4.82,1,1,1,1,1,1,1,1,8
1,1,3,476,4.81,1,1,1,1,1,1,1,1,8
1,1,1,106,5,0,1,0,1,1,1,1,1,6
0,1,2,85,0,0,0,1,1,1,0,1,1,5
1,1,3,197,4.75,1,1,1,0,1,1,1,1,7
1,1,1,53,4.95,0,0,0,1,1,0,1,0,3
1,1,3,339,4.87,1,1,1,0,1,1,1,1,7
0,1,3,125,5,1,1,0,1,1,1,1,1,7
0.97,1,2,102,4.71,1,1,1,1,1,1,1,1,8
0.97,1,2,150,4.48,1,1,1,1,1,1,1,1,8
1,1,1,119,4.96,0,0,0,1,1,0,1,0,3
1,1,1,81,4.95,0,0,0,1,1,0,1,0,3
1,1,3,105,4.77,0,0,1,1,1,1,1,1,6
1,1,1,550,4.94,0,0,0,1,1,0,1,0,3
1,1,3,199,4.64,0,0,0,1,1,1,1,1,5
0,1,1,73,4.96,0,0,1,1,1,0,1,1,5
1,1,3,250,4.31,1,1,0,0,1,1,1,1,6
0,1,1,55,0,1,1,1,0,1,1,1,1,7
1,1,3,245,4.91,1,1,1,1,1,1,1,1,8
1,1,1,135,4.72,1,1,0,1,1,1,1,1,7
0,1,3,125,0,0,0,1,1,1,1,1,1,6
1,1,1,95,4.95,1,1,1,1,1,1,1,1,8
0,1,1,177,4.97,0,0,0,1,1,1,1,1,5
1,1,2,118,4.97,0,0,1,1,1,0,1,1,5
1,1,1,121,4.96,1,1,1,1,1,1,1,1,8
0,1,5,164,4.93,1,1,0,1,1,1,1,1,7
0,1,1,250,0,1,1,1,1,1,1,1,1,8
1,1,2,85,0,1,1,0,1,1,1,1,1,7
1,1,1,41,4.67,1,1,0,1,1,1,1,1,7
0,1,2,200,5,0,0,1,1,1,0,1,1,5
0,1,2,76,4.97,0,1,0,1,1,1,1,1,6
1,1,1,45,4.76,0,0,0,1,1,1,1,1,5
1,1,1,20,4.78,1,1,0,1,1,1,1,1,7
0,1,3,120,4.92,1,1,1,1,1,1,1,1,8
0,1,1,30,0,0,0,0,1,1,0,1,0,3
0,1,2,60,4.84,0,0,0,1,1,0,1,0,3
0,1,2,363,4.62,0,0,0,0,1,0,1,0,2
0,1,2,115,4.88,1,1,1,1,1,1,1,1,8
1,1,1,84,4.5,1,1,1,1,1,1,1,1,8
1,1,1,75,4.8,0,0,1,0,1,1,1,1,5
1,1,1,65,4.93,0,0,1,0,1,1,1,1,5
1,1,1,65,4.73,0,0,1,0,1,1,1,1,5
1,1,1,35,4.8,1,1,1,1,1,1,1,1,8
1,1,2,199,4.8,0,0,0,1,1,0,1,0,3
1,1,1,50,4.52,0,0,0,1,1,0,1,0,3
1,1,1,42,4.5,1,1,0,1,1,1,1,1,7
1,1,2,232,0,1,1,0,1,1,1,1,1,7
0,1,1,26,5,0,0,0,1,1,0,1,0,3
0,1,1,65,4.67,0,0,1,1,1,0,1,1,5
1,1,1,61,4.75,0,0,1,0,1,1,1,1,5
1,1,4,197,4.81,1,1,0,1,1,1,1,1,7
1,1,1,100,3.75,0,0,0,0,1,1,1,1,4
0,1,2,164,4.87,0,0,1,0,1,1,1,1,5
0,1,1,95,0,0,0,0,0,1,1,1,1,4
0.6,1,2,62,4.73,1,1,1,1,1,1,1,1,8
0,1,2,68,4.56,0,0,1,0,1,1,1,1,5
1,1,1,62,4.94,0,0,0,0,1,1,1,1,4
1,1,1,26,4.75,1,1,0,1,1,1,1,1,7
1,1,1,26,4.61,1,1,0,1,1,1,1,1,7
1,1,5,445,4.93,0,0,1,1,1,0,1,1,5
0,1,1,99,4.81,0,0,1,1,1,0,1,1,5
1,1,3,292,4.71,1,1,1,1,1,1,1,1,8
1,1,1,21,4.65,1,1,0,1,1,1,1,1,7
0.95,1,1,78,4.56,0,0,1,1,1,0,1,1,5
0,1,1,179,4.85,0,0,1,1,1,0,1,1,5
1,1,1,37,4.79,1,1,1,1,1,1,1,1,8
1,1,1,20,4.7,1,1,0,1,1,1,1,1,7
1,1,2,132,4.81,0,0,1,1,1,1,1,1,6
1,1,1,41,4.79,1,1,1,1,1,1,1,1,8
0,1,1,105,4.97,0,0,0,0,1,0,1,0,2
1,1,2,100,4.85,1,1,1,1,1,1,1,1,8
0,1,1,80,0,1,1,1,0,1,1,1,1,7
0,1,1,69,4.94,0,0,0,0,1,0,1,0,2
0,1,2,75,5,0,0,0,1,1,0,1,0,3
1,1,1,21,4.7,1,1,0,1,1,1,1,1,7
1,1,1,123,4.96,0,0,0,0,1,0,1,0,2
1,1,4,299,4.63,1,1,1,1,1,1,1,1,8
1,1,1,139,5,1,1,1,0,1,1,1,1,7
1,1,1,82,4.89,1,1,1,0,1,1,1,1,7
0,1,1,50,0,0,0,0,0,1,0,1,0,2
0,1,1,30,4.95,0,0,1,1,1,0,1,1,5
1,1,2,89,4.27,0,1,0,0,1,1,1,1,5
0,1,1,70,0,0,0,0,0,1,0,1,0,2
0,1,1,34,4.58,1,1,1,1,1,1,1,1,8
0,1,1,100,4.55,0,0,1,0,1,1,1,1,5
1,1,1,55,5,1,1,0,1,1,1,1,1,7
1,1,1,19,4.82,1,1,0,1,1,1,1,1,7
1,1,1,18,4.83,1,1,0,1,1,1,1,1,7
1,1,1,20,4.84,1,1,0,1,1,1,1,1,7
0,1,1,45,4.75,0,0,1,1,1,0,1,1,5
1,1,2,105,4.97,0,0,0,0,1,0,0,0,1
1,1,2,106,4.89,0,1,0,0,1,1,1,1,5
0,1,1,25,5,1,1,1,1,1,1,1,1,8
0,1,1,44,5,0,0,0,0,1,0,1,0,2
1,1,1,158,4.81,1,1,1,1,1,1,1,1,8
1,1,5,502,4.6,0,0,1,1,1,0,1,1,5
1,1,1,136,4.84,0,0,0,0,1,0,1,0,2
0.9,1,2,107,4.9,0,0,0,1,1,0,1,0,3
1,1,4,279,4.77,0,0,1,1,1,0,1,1,5
0,1,5,756,4.75,0,0,0,0,1,0,1,0,2
1,1,1,89,4.81,1,1,1,0,1,1,1,1,7
1,1,1,30,4.67,1,1,0,1,1,1,1,1,7
1,1,2,107,4.81,0,0,0,1,1,0,1,0,3
0,1,1,50,4.45,1,1,1,0,1,1,1,1,7
1,1,2,61,4.77,1,1,0,1,1,1,1,1,7
1,1,1,89,5,0,0,0,1,1,1,1,1,5
1,1,1,105,4.95,0,0,0,1,1,0,1,0,3
1,1,3,93,3.8,0,1,0,0,1,1,1,1,5
1,1,4,321,4.76,0,0,1,0,1,1,1,1,5
1,1,1,68,4.76,1,1,1,1,1,1,1,1,8
0,1,2,350,5,0,0,1,0,1,1,1,1,5
1,1,2,191,4.94,0,0,1,0,1,1,1,1,5
1,1,2,90,4.81,0,0,1,1,1,0,1,1,5
1,1,1,25,4.77,1,1,0,1,1,1,1,1,7
0,1,2,50,4.79,0,0,0,0,1,1,1,1,4
0,1,2,205,4.82,1,1,1,0,1,1,1,1,7
0.96,1,1,150,4.81,0,0,0,0,1,0,1,0,2
1,1,3,155,4.93,0,0,0,1,1,0,1,0,3
1,1,3,147,4.94,0,0,1,1,1,1,1,1,6
0,1,2,400,4.94,1,1,1,0,1,1,1,1,7
0,1,1,168,4.97,0,0,1,1,1,0,1,1,5
1,1,2,123,4.59,1,1,0,0,1,1,1,1,6
0,1,1,84,4.73,1,1,1,1,1,1,1,1,8
0,1,1,42,4.66,1,1,1,1,1,1,1,1,8
0,1,1,75,4.96,0,0,1,1,1,1,1,1,6
1,1,2,361,4.5,0,0,0,1,1,0,1,0,3
1,1,1,95,4.91,0,1,0,1,1,1,1,1,6
1,1,1,94,4.8,0,0,0,1,1,0,1,0,3
1,1,1,25,4.84,1,1,0,1,1,1,1,1,7
0,1,1,135,4.86,0,0,1,1,1,1,1,1,6
0.95,1,2,160,4.62,0,0,0,1,1,0,1,0,3
0.96,1,1,64,4.95,0,0,1,0,1,1,1,1,5
0,1,2,200,4.9,0,0,1,1,1,0,1,1,5
1,1,1,224,4.88,1,1,1,1,1,1,1,1,8
1,1,1,80,4.57,0,0,1,1,1,1,1,1,6
0.96,1,1,180,4.76,0,0,0,0,1,0,1,0,2
0.92,1,3,55,4.21,1,1,0,1,1,1,1,1,7
0,1,2,165,4.76,0,0,0,0,1,1,1,1,4
0,1,1,192,5,0,0,1,1,1,1,1,1,6
0,1,1,400,4.73,0,0,0,1,1,0,1,0,3
0.9,1,1,123,4.95,0,0,1,1,1,1,1,1,6
0.67,1,1,107,4.62,1,1,0,0,1,1,1,1,6
0,1,2,98,4.77,1,1,1,1,1,0,1,1,7
0,1,2,202,4.73,1,1,1,0,1,1,1,1,7
0,1,4,115,4.75,0,0,1,1,1,1,1,1,6
0,1,1,400,4.73,1,1,1,1,1,1,1,1,8
1,1,4,126,4.82,0,1,1,1,1,1,1,1,7
0,1,2,140,4.6,0,0,1,1,1,0,1,1,5
0,1,3,86,4.94,0,0,1,0,1,1,1,1,5
0.97,1,2,189,4.92,1,1,1,0,1,1,1,1,7
1,1,2,164,5,1,1,1,0,1,1,1,1,7
1,1,2,194,4.75,0,1,0,0,1,1,1,1,5
0,1,1,60,5,0,0,0,0,1,0,0,0,1
1,1,5,280,0,0,0,0,1,1,1,1,1,5
1,1,2,123,4.85,0,0,0,0,1,0,1,0,2
0,1,2,60,5,0,0,0,0,1,0,0,0,1
0,1,1,95,4.88,0,0,0,1,1,0,1,0,3
0,1,1,90,0,0,0,0,1,1,0,1,0,3
0,1,2,109,4.89,0,0,1,1,1,0,1,1,5
1,1,1,75,4.86,1,1,1,1,1,1,1,1,8
1,1,3,175,4.8,0,0,1,1,1,1,1,1,6
0.81,1,1,33,4.76,0,0,1,0,1,1,1,1,5
1,1,3,182,4.87,0,0,0,0,1,1,1,1,4
0.97,1,2,189,4.78,1,1,1,0,1,1,1,1,7
0,1,2,95,4.97,0,0,0,0,1,0,1,0,2
0,1,1,145,4.8,1,1,1,0,1,1,1,1,7
0,1,2,70,4.4,1,1,0,1,1,1,1,1,7
1,1,4,257,4.9,1,1,1,1,1,0,1,1,7
1,1,3,121,4.81,0,1,1,1,1,1,1,1,7
0,1,5,681,4.94,0,0,1,1,1,1,0,1,5
0,1,2,80,4.57,0,0,0,0,1,1,1,1,4
1,1,1,150,4.84,0,0,0,1,1,0,1,0,3
1,1,4,311,4.95,0,0,1,0,1,1,1,1,5
1,1,1,112,4.97,1,1,1,0,1,1,1,1,7
1,1,1,59,4.35,0,0,1,1,1,0,0,1,4
0,1,3,104,4.77,0,0,1,1,1,1,1,1,6
1,1,1,159,4.77,0,0,1,1,1,1,1,1,6
0,1,2,69,4.33,1,1,1,0,1,1,0,1,6
0,1,1,215,4.86,0,0,1,1,1,0,1,1,5
1,1,2,93,4.85,0,0,1,1,1,0,1,1,5
1,1,1,289,4.83,1,1,1,0,1,1,1,1,7
0,1,1,118,4.69,1,1,1,0,1,1,1,1,7
1,1,3,233,4.8,1,1,1,0,1,1,1,1,7
1,1,2,156,4.89,1,1,1,0,1,1,1,1,7
0.96,1,1,142,4.75,0,0,0,0,1,0,1,0,2
0,1,1,39,0,1,1,1,0,1,1,0,1,6
0,1,1,105,0,0,0,1,0,1,1,1,1,5
1,1,1,99,4.81,0,0,0,1,1,0,1,0,3
1,1,3,275,4.91,1,1,0,0,1,1,1,1,6
1,1,2,232,4.74,0,0,1,1,1,1,1,1,6
1,1,2,232,4.7,0,0,1,1,1,1,1,1,6
1,1,1,159,4.82,0,0,1,1,1,1,1,1,6
1,1,1,156,4.7,0,0,1,1,1,1,1,1,6
1,1,1,96,5,0,0,0,0,1,0,1,0,2
0,1,1,120,4.8,0,0,1,1,1,0,1,1,5
0,1,2,99,4.85,0,0,0,1,1,0,1,0,3
1,1,2,110,4.97,0,0,0,1,1,1,1,1,5
0.95,1,1,141,4.64,0,0,0,1,1,0,1,0,3
1,1,1,159,4.84,0,0,1,1,1,1,1,1,6
0.47,1,1,75,4.7,0,0,0,1,1,0,1,0,3
1,1,2,196,4.78,1,1,1,1,1,1,1,1,8
1,1,4,666,4.5,1,1,0,1,1,1,1,1,7
1,1,2,162,4.9,1,1,1,0,1,1,1,1,7
0,1,3,358,4.83,1,1,1,1,1,1,1,1,8
1,1,1,235,4.94,0,0,0,1,1,0,1,0,3
1,1,3,254,4.91,0,0,1,1,1,0,1,1,5
0,1,1,29,4.92,1,1,1,1,1,1,1,1,8
0,1,1,50,4.72,1,1,1,1,1,1,1,1,8
0,1,3,60,0,0,0,0,1,1,0,1,0,3
0,1,1,120,4.92,0,0,1,0,1,1,1,1,5
0,1,1,50,4.75,1,1,1,1,1,1,1,1,8
0,1,1,60,5,0,0,0,1,1,0,1,0,3
0,1,2,604,4.97,1,1,1,0,1,1,1,1,7
1,1,3,109,4.39,0,0,0,1,1,0,1,0,3
1,1,1,85,4.94,0,0,0,0,1,1,1,1,4
1,1,1,47,4.99,1,1,1,0,1,1,1,1,7
1,1,3,219,4.93,1,1,1,1,1,1,1,1,8
1,1,4,400,4.86,0,0,0,0,1,1,1,1,4
0,1,2,105,5,0,0,0,0,1,0,0,0,1
0,1,1,49,4.71,0,0,0,1,1,0,1,0,3
0,1,1,59,4.91,0,0,0,1,1,0,1,0,3
1,1,3,185,4.86,1,1,1,0,1,1,1,1,7
0,1,1,69,4.92,1,1,1,0,1,1,1,1,7
1,1,2,120,4.53,0,0,0,1,1,0,1,0,3
1,1,3,154,4.93,0,0,1,0,1,1,1,1,5
1,1,1,106,4.95,1,1,1,1,1,1,1,1,8
1,1,2,128,4.94,0,0,0,0,1,0,1,0,2
1,1,1,66,5,0,0,1,1,1,1,1,1,6
1,1,2,162,4.97,1,1,1,1,1,1,1,1,8
0,1,2,111,4.86,1,1,1,0,1,1,1,1,7
0.9,1,1,53,4.52,0,0,1,0,1,1,1,1,5
1,1,2,155,4.58,0,0,1,1,1,1,1,1,6
0.9,1,1,53,4.43,0,0,1,0,1,1,1,1,5
1,1,4,893,4.95,0,0,1,1,1,1,1,1,6
1,1,1,49,4.21,1,1,1,1,1,0,1,1,7
0,1,1,55,4.73,1,1,1,0,1,1,1,1,7
1,1,3,271,4.94,1,1,0,0,1,1,1,1,6
0,1,1,80,4.97,0,0,0,0,1,1,1,1,4
1,1,1,60,4.19,1,1,1,1,1,0,1,1,7
1,1,1,74,4.82,0,0,1,0,1,1,1,1,5
1,1,2,219,5,0,0,1,0,1,0,1,1,4
1,1,1,225,4.6,0,0,0,1,1,0,1,0,3
1,1,1,79,4.62,1,1,1,0,1,1,1,1,7
0,1,1,36,4.73,1,1,0,1,1,1,1,1,7
1,1,1,75,4.98,1,1,1,0,1,1,1,1,7
0,1,2,80,5,1,1,1,0,1,1,1,1,7
1,1,1,45,5,1,1,1,0,1,1,1,1,7
